Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total won contest_Total,total accurate cross_Total,total accurate long balls_Total,total interception_Total,total big chances saved_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total won contest_p90,total accurate cross_p90,total accurate long balls_p90,total interception_p90,total big chances saved_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total won contest_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Troyes,3unkqo2g6ag99gd5ynz1j7vse,es8xeko9cu9hvx5smdxiqan84,H. Picard,Hugo Picard,23,Midfielder,France,Midfielder,11.0,24.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,90.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,84.21,100.0,60.0,0.0,0.0,25.0,0.0,100.0,0.0,0.1938140302564004,0.0,3.0,0.10271822,1.0,2.0,4.0,0.25329894,14.0,11.0,24.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,84.21,100.0,60.0,0.0,0.0,25.0,0.0,100.0,0.0,0.1938140302564004,0.0,3.0,0.10271822,1.0,2.0,4.0,0.25329894,14.0,LM/LCM,100,100,100,75,75,50,50,50,75,100,100,50,50,75,50,50,75,100,75,100,100,75,75,75,100,100,100,75,50,50,75,100,75,100,75,100,100,100,100,100,100,100,100,100,100,75,75,50,50,50,75,100,100,50,50,75,50,50,75,100,75,100,100,75,75,75,100,100,100,75,50,50,75,100,75,100,75,100,100,100,100,100,100,100,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,5c2zuz7f53hvqn5be1k2nddsk,A. Kouassi,Arsène Kouassi,22,Defender,Burkina Faso,Defender,11.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.62,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.62,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,21,12,6,44,29,41,44,47,53,82,82,24,6,53,53,59,74,24,32,47,15,56,53,53,41,15,47,32,53,41,32,24,44,35,50,41,41,38,29,32,29,29,21,12,6,44,29,41,44,47,53,82,82,24,6,53,53,59,74,24,32,47,15,56,53,53,41,15,47,32,53,41,32,24,44,35,50,41,41,38,29,32,29,29,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,5wsz3usdkj01snq28pzpiwb2s,A. Avom,Arthur Avom,21,Midfielder,Cameroon,Midfielder,20.0,26.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,90.0,50.0,33.33,0.0,0.0,50.0,0.0,0.0,0.0,0.1698690272291461,0.0,3.0,0.08891472,1.0,3.0,8.0,0.45867645,28.0,20.0,26.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,90.0,50.0,33.33,0.0,0.0,50.0,0.0,0.0,0.0,0.1698690272291461,0.0,3.0,0.08891472,1.0,3.0,8.0,0.45867645,28.0,DM/CM,29,62,47,21,62,26,47,29,47,56,91,18,9,50,41,32,47,18,32,85,21,71,53,50,79,50,88,32,41,44,26,18,35,88,38,97,94,94,82,97,100,82,29,62,47,21,62,26,47,29,47,56,91,18,9,50,41,32,47,18,32,85,21,71,53,50,79,50,88,32,41,44,26,18,35,88,38,97,94,94,82,97,100,82,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,60no437awq8i5th7nlffh3dn9,J. Makengo,Jean-Victor Makengo,28,Midfielder,France,Midfielder,15.0,21.0,36.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,90.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,90.0,100.0,0.0,100.0,33.33,75.0,0.0,100.0,0.3542574397748201,0.0,1.0,2.0,0.04691444,1.0,4.0,4.0,0.09215545,15.0,15.0,21.0,36.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,90.0,100.0,0.0,100.0,33.33,75.0,0.0,100.0,0.3542574397748201,0.0,1.0,2.0,0.04691444,1.0,4.0,4.0,0.09215545,15.0,RM/RCM,67,33,67,83,33,83,100,50,33,50,50,100,100,67,83,83,100,100,83,50,50,67,67,67,100,100,50,100,83,83,67,100,100,33,67,67,67,67,83,67,33,67,67,33,67,83,33,83,100,50,33,50,50,100,100,67,83,83,100,100,83,50,50,67,67,67,100,100,50,100,83,83,67,100,100,33,67,67,67,67,83,67,33,67,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,996i59930r3kd4xk48x9fsp2h,M. Talbi,Montassar Talbi,28,Defender,Tunisia,Defender,43.0,14.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.69,0.0,0.0,0.0,0.0,75.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.69,0.0,0.0,0.0,0.0,75.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,80,57,68,70,39,43,45,50,52,48,45,45,50,50,50,82,80,18,48,52,18,18,48,52,41,18,52,48,50,80,91,18,45,43,50,50,50,52,43,43,41,41,80,57,68,70,39,43,45,50,52,48,45,45,50,50,50,82,80,18,48,52,18,18,48,52,41,18,52,48,50,80,91,18,45,43,50,50,50,52,43,43,41,41,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,ax69g2ukn2tsaz71n0waf58q2,N. Cadiou,Noah Cadiou,27,Midfielder,Guadeloupe,Midfielder,24.0,12.0,36.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,90.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,81.82,66.67,0.0,50.0,0.0,43.75,50.0,100.0,0.1970196968262394,0.0,1.0,1.0,0.01935132,0.0,2.0,3.0,0.1144702399999999,16.0,24.0,12.0,36.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,81.82,66.67,0.0,50.0,0.0,43.75,50.0,100.0,0.1970196968262394,0.0,1.0,1.0,0.01935132,0.0,2.0,3.0,0.1144702399999999,16.0,DM/CM,35,12,26,94,62,85,94,71,47,79,74,88,32,50,41,97,79,47,74,41,53,35,53,50,18,91,41,71,41,24,79,82,94,38,82,82,79,47,71,74,82,62,35,12,26,94,62,85,94,71,47,79,74,88,32,50,41,97,79,47,74,41,53,35,53,50,18,91,41,71,41,24,79,82,94,38,82,82,79,47,71,74,82,62,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,csye3q50ciculdiggvcefx8x6,N. Adjei,Nathaniel Adjei,24,Defender,Ghana,Defender,37.0,7.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,95.65,0.0,0.0,0.0,0.0,87.5,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,95.65,0.0,0.0,0.0,0.0,87.5,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,59,23,50,91,39,43,45,50,52,48,45,95,30,50,50,36,95,59,48,52,18,52,48,52,82,18,52,48,50,95,100,43,45,43,50,50,50,52,43,43,41,41,59,23,50,91,39,43,45,50,52,48,45,95,30,50,50,36,95,59,48,52,18,52,48,52,82,18,52,48,50,95,100,43,45,43,50,50,50,52,43,43,41,41,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,1anl1jfwm7l4p3y0tmyvueiuh,A. Seko,Ayumu Seko,26,Defender,Japan,Defender,25.0,11.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,80.0,33.33,0.0,0.0,0.0,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,80.0,33.33,0.0,0.0,0.0,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,18,45,27,70,39,43,45,50,52,48,45,45,61,50,50,82,34,18,48,52,52,100,48,52,9,55,52,48,50,61,91,18,45,43,50,50,50,52,43,43,41,41,18,45,27,70,39,43,45,50,52,48,45,45,61,50,50,82,34,18,48,52,52,100,48,52,9,55,52,48,50,61,91,18,45,43,50,50,50,52,43,43,41,41,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,Vincent Sasso,35,Defender,France,Defender,33.0,15.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,90.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,57.14,66.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,57.14,66.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,76,38,53,76,29,41,44,47,53,24,24,41,68,53,53,97,29,56,32,47,15,21,53,53,56,15,47,32,53,65,82,53,44,35,50,41,41,38,29,32,29,29,76,38,53,76,29,41,44,47,53,24,24,41,68,53,53,97,29,56,32,47,15,21,53,53,56,15,47,32,53,65,82,53,44,35,50,41,41,38,29,32,29,29,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,45lcfmo0varfc325n562ul2j8,A. Richardson,Amir Richardson,24,Midfielder,Morocco,Midfielder,8.0,15.0,22.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,0.0,90.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.62,0.0,100.0,0.0,50.0,9.09,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,22.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.62,0.0,100.0,0.0,50.0,9.09,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,22,22,22,67,89,78,67,89,78,94,94,22,100,56,94,67,28,28,33,83,17,33,56,50,50,17,100,33,94,22,78,28,39,39,50,33,33,28,33,33,28,28,22,22,22,67,89,78,67,89,78,94,94,22,100,56,94,67,28,28,33,83,17,33,56,50,50,17,100,33,94,22,78,28,39,39,50,33,33,28,33,33,28,28,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,4y1je8y7jioje2r96vf8zutxw,J. Mwanga,Junior Mwanga,23,Midfielder,France,Midfielder,14.0,19.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,78.57,50.0,0.0,0.0,0.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,78.57,50.0,0.0,0.0,0.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,12,41,15,21,62,26,47,29,47,21,21,41,32,50,41,32,15,71,32,41,53,71,53,50,6,50,41,32,41,18,26,44,35,38,38,38,38,47,29,32,29,29,12,41,15,21,62,26,47,29,47,21,21,41,32,50,41,32,15,71,32,41,53,71,53,50,6,50,41,32,41,18,26,44,35,38,38,38,38,47,29,32,29,29,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,duuan2ogcypv8ftmnypoed3sa,R. Ndiaye,Rassoul Ndiaye,24,Midfielder,Senegal,Midfielder,12.0,34.0,45.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,8.0,0.0,0.0,90.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,78.95,0.0,8.33,33.33,0.0,61.54,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,45.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,78.95,0.0,8.33,33.33,0.0,61.54,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,44,89,78,28,67,100,94,89,100,72,72,100,28,56,44,78,100,100,72,83,17,83,56,50,22,17,78,67,44,78,39,78,39,39,50,33,33,28,33,33,28,28,44,89,78,28,67,100,94,89,100,72,72,100,28,56,44,78,100,100,72,83,17,83,56,50,22,17,78,67,44,78,39,78,39,39,50,33,33,28,33,33,28,28,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,34amaqmj4hm1eoh1ndqv0gwt0,T. Eyoum,Théo Eyoum,24,Defender,France,Defender,32.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.44,0.0,0.0,0.0,0.0,30.77,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.44,0.0,0.0,0.0,0.0,30.77,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,41,7,16,70,39,43,45,50,52,48,45,68,82,50,50,36,34,59,48,52,18,52,48,52,64,18,52,48,50,23,59,43,45,43,50,50,50,52,43,43,41,41,41,7,16,70,39,43,45,50,52,48,45,68,82,50,50,36,34,59,48,52,18,52,48,52,64,18,52,48,50,23,59,43,45,43,50,50,50,52,43,43,41,41,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,3eia7kklruvqktks8rhodvd2h,L. Buadés,Lucas Buadés,28,Defender,France,Defender,12.0,9.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,90.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,65.62,40.0,0.0,100.0,100.0,87.5,0.0,100.0,0.063236550578338,0.0,1.0,1.0,0.02122129,2.0,1.0,3.0,0.10702542,13.0,12.0,9.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,65.62,40.0,0.0,100.0,100.0,87.5,0.0,100.0,0.063236550578338,0.0,1.0,1.0,0.02122129,2.0,1.0,3.0,0.10702542,13.0,RB/RCB,29,33,29,54,42,67,79,42,50,46,46,71,25,46,83,58,100,46,67,50,58,50,54,54,8,50,50,92,88,100,38,88,67,42,92,62,67,88,58,71,75,67,29,33,29,54,42,67,79,42,50,46,46,71,25,46,83,58,100,46,67,50,58,50,54,54,8,50,50,92,88,100,38,88,67,42,92,62,67,88,58,71,75,67,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,6nhamg6enmjebvyarfg0e1pn8,R. Bamba,Rayan Bamba,22,Defender,France,Defender,45.0,17.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,91.18,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405898168474689,0.0,1.0,0.02401521,1.0,5.0,6.0,0.1288877699999999,33.0,45.0,17.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,91.18,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405898168474689,0.0,1.0,0.02401521,1.0,5.0,6.0,0.1288877699999999,33.0,LB/LCB,94,53,82,12,74,41,44,47,53,24,24,6,68,53,53,26,29,24,32,47,79,56,53,53,82,76,47,32,53,6,32,24,44,76,50,85,82,85,88,88,88,94,94,53,82,12,74,41,44,47,53,24,24,6,68,53,53,26,29,24,32,47,79,56,53,53,82,76,47,32,53,6,32,24,44,76,50,85,82,85,88,88,88,94,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,9bvpig7xdyplu9drlnn7jih3o,N. Boissé,Noa Boissé,20,Defender,France,Defender,35.0,5.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,90.0,0.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,83.33,77.78,0.0,100.0,0.0,50.0,28.57,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,83.33,77.78,0.0,100.0,0.0,50.0,28.57,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,75,12,67,83,42,25,33,42,50,75,75,96,92,46,38,29,58,79,83,50,92,50,54,54,42,100,50,92,38,38,75,33,29,42,42,29,29,42,25,25,25,25,75,12,67,83,42,25,33,42,50,75,75,96,92,46,38,29,58,79,83,50,92,50,54,54,42,100,50,92,38,38,75,33,29,42,42,29,29,42,25,25,25,25,Ligue 1
Le Mans,bj8hrmj01r3zit0x8r6qm2eu2,cvuf4hvrzivk7yhnhf6qu4k45,A. Rabillard,Antoine Rabillard,30,Attacker,France,Striker,11.0,8.0,18.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,90.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,72.0,25.0,50.0,0.0,0.0,50.0,40.0,33.33,0.1012975614036688,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0497478499999999,6.0,11.0,8.0,18.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,72.0,25.0,50.0,0.0,0.0,50.0,40.0,33.33,0.1012975614036688,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0497478499999999,6.0,ST,100,33,67,83,33,17,25,42,42,17,17,50,100,42,17,50,50,67,33,100,92,100,58,58,17,83,100,33,17,50,67,50,17,33,42,25,25,92,75,50,50,67,100,33,67,83,33,17,25,42,42,17,17,50,100,42,17,50,50,67,33,100,92,100,58,58,17,83,100,33,17,50,67,50,17,33,42,25,25,92,75,50,50,67,Ligue 1
Lille,be2k34rut1lz79jxenabttqlc,3gelookco8f9ft0guaec03t3o,Tiago Santos,Tiago Carvalho Santos,24,Defender,Portugal,Defender,8.0,11.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,90.0,2.0,8.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,90.48,0.0,0.0,100.0,100.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,19.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,90.48,0.0,0.0,100.0,100.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,8,50,8,21,42,96,100,42,50,75,75,54,25,96,100,100,58,46,83,50,21,96,54,54,67,21,50,92,88,83,38,25,29,42,42,29,29,42,25,25,25,25,8,50,8,21,42,96,100,42,50,75,75,54,25,96,100,100,58,46,83,50,21,96,54,54,67,21,50,92,88,83,38,25,29,42,42,29,29,42,25,25,25,25,Ligue 1
Lille,be2k34rut1lz79jxenabttqlc,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,Nabil Bentaleb,31,Midfielder,Algeria,Midfielder,26.0,26.0,52.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,85.25,60.0,0.0,0.0,50.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,52.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,85.25,60.0,0.0,0.0,50.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,41,62,59,62,85,85,47,91,97,56,53,18,76,50,88,32,47,47,32,41,76,12,53,100,53,79,41,32,88,44,79,82,35,38,38,38,38,47,29,32,29,29,41,62,59,62,85,85,47,91,97,56,53,18,76,50,88,32,47,47,32,41,76,12,53,100,53,79,41,32,88,44,79,82,35,38,38,38,38,47,29,32,29,29,Ligue 1
