Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total interception_Total,total won tackle_Total,total blocked scoring att_Total,total was fouled_Total,total big chances saved_Total,total direct setpiece goals_Total,total goals_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total interception_p90,total won tackle_p90,total blocked scoring att_p90,total was fouled_p90,total big chances saved_p90,total direct setpiece goals_p90,total goals_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total blocked scoring att_TotalPR,total was fouled_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total goals_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total blocked scoring att_p90PR,total was fouled_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total goals_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Fulham,hzqh7z0mdl3v7gwete66syxp,4o9d3hpjlicgce9gtbewyzhn8,Gonzalo García,Gonzalo García,22,Attacker,Spain,Striker,10.0,0.0,13.0,0.0,23.0,4.0,0.0,3.0,2.0,1.0,3.0,3.0,8.0,0.0,90.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,85.19,0.0,0.0,33.33,33.33,47.06,66.67,0.0,0.4803302278048944,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.01587239,6.0,10.0,0.0,13.0,0.0,23.0,4.0,0.0,3.0,2.0,1.0,3.0,3.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,85.19,0.0,0.0,33.33,33.33,47.06,66.67,0.0,0.4803302278048944,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.01587239,6.0,LW,100,67,33,67,67,100,33,67,83,33,67,50,100,33,83,33,67,50,50,67,67,67,67,83,67,67,67,67,67,100,100,100,50,100,50,50,50,50,50,83,83,67,67,100,67,33,67,67,100,33,67,83,33,67,50,100,33,83,33,67,50,50,67,67,67,67,83,67,67,67,67,67,100,100,100,50,100,50,50,50,50,50,83,83,67,67,Premier League
Fulham,hzqh7z0mdl3v7gwete66syxp,4oh051knl4dkgju4yvj7xlwr8,J. King,Josh King,19,Midfielder,England,Midfielder,12.0,0.0,16.0,0.0,28.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,90.0,2.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,77.78,0.0,0.0,0.0,66.67,30.0,0.0,100.0,0.1813338874195781,0.0833880140079663,2.0,2.0,0.05678805,0.0,0.0,0.0,0.00830879,3.0,12.0,0.0,16.0,0.0,28.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,77.78,0.0,0.0,0.0,66.67,30.0,0.0,100.0,0.1813338874195781,0.0833880140079663,2.0,2.0,0.05678805,0.0,0.0,0.0,0.00830879,3.0,CM/AM,56,39,56,11,44,33,61,83,83,72,89,89,33,67,100,100,44,39,94,39,56,56,50,89,50,44,11,39,44,100,22,44,89,78,44,89,44,44,17,11,11,11,11,56,39,56,11,44,33,61,83,83,72,89,89,33,67,100,100,44,39,94,39,56,56,50,89,50,44,11,39,44,100,22,44,89,78,44,89,44,44,17,11,11,11,11,Premier League
Fulham,hzqh7z0mdl3v7gwete66syxp,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,Alex Iwobi,30,Attacker,Nigeria,Striker,40.0,1.0,44.0,7.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.22,77.78,50.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,44.0,7.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.22,77.78,50.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,100,86,100,100,100,18,25,7,7,32,11,11,7,29,18,7,25,100,82,29,21,54,54,43,43,100,71,96,25,18,11,25,93,18,36,39,21,21,32,29,25,18,18,100,86,100,100,100,18,25,7,7,32,11,11,7,29,18,7,25,100,82,29,21,54,54,43,43,100,71,96,25,18,11,25,93,18,36,39,21,21,32,29,25,18,18,Premier League
Fulham,hzqh7z0mdl3v7gwete66syxp,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,Jorge Cuenca,26,Defender,Spain,Defender,51.0,0.0,26.0,6.0,77.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.51,54.55,0.0,0.0,0.0,75.0,66.67,100.0,0.0,0.1578002765945457,0.0,1.0,0.01870347,0.0,5.0,5.0,0.18347083,54.0,51.0,0.0,26.0,6.0,77.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.51,54.55,0.0,0.0,0.0,75.0,66.67,100.0,0.0,0.1578002765945457,0.0,1.0,0.01870347,0.0,5.0,5.0,0.18347083,54.0,CB,95,47,67,88,85,50,96,29,33,44,38,38,36,60,44,22,45,64,64,41,26,51,51,50,50,51,69,47,45,44,86,81,88,33,95,47,79,77,41,83,88,87,92,95,47,67,88,85,50,96,29,33,44,38,38,36,60,44,22,45,64,64,41,26,51,51,50,50,51,69,47,45,44,86,81,88,33,95,47,79,77,41,83,88,87,92,Premier League
Fulham,hzqh7z0mdl3v7gwete66syxp,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,Timothy Castagne,30,Defender,Belgium,Defender,15.0,1.0,20.0,1.0,34.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,3.0,90.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,79.07,25.0,50.0,100.0,100.0,63.64,75.0,100.0,0.0931079016613686,0.2071407943666922,0.0,1.0,0.0174506,0.0,2.0,2.0,0.26653298,11.0,15.0,1.0,20.0,1.0,34.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,79.07,25.0,50.0,100.0,100.0,63.64,75.0,100.0,0.0931079016613686,0.2071407943666922,0.0,1.0,0.0174506,0.0,2.0,2.0,0.26653298,11.0,RB/RCB,62,92,75,54,58,88,83,75,92,42,62,62,92,54,96,88,88,54,71,38,67,54,54,54,96,50,62,92,100,100,83,92,79,92,83,42,79,83,46,88,75,100,75,62,92,75,54,58,88,83,75,92,42,62,62,92,54,96,88,88,54,71,38,67,54,54,54,96,50,62,92,100,100,83,92,79,92,83,42,79,83,46,88,75,100,75,Premier League
Hull City,f0figafm2v9h8ofo6slajj7xf,4na6y8lqidwajp19myp5l7bvt,R. Slater,Regan Slater,26,Midfielder,England,Midfielder,12.0,2.0,9.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.48,50.0,100.0,0.0,0.0,20.0,0.0,100.0,0.0,0.1791919148596258,0.0,0.0,0.0,0.0,1.0,2.0,0.0288472499999999,8.0,12.0,2.0,9.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.48,50.0,100.0,0.0,0.0,20.0,0.0,100.0,0.0,0.1791919148596258,0.0,0.0,0.0,0.0,1.0,2.0,0.0288472499999999,8.0,DM/CM,15,92,15,46,15,38,54,38,46,46,27,27,8,31,42,38,35,23,58,50,8,54,54,50,96,77,58,96,35,42,8,50,88,46,92,50,35,35,42,62,69,54,54,15,92,15,46,15,38,54,38,46,46,27,27,8,31,42,38,35,23,58,50,8,54,54,50,96,77,58,96,35,42,8,50,88,46,92,50,35,35,42,62,69,54,54,Premier League
Hull City,f0figafm2v9h8ofo6slajj7xf,9hbuqi8dt37uxk3ec2oj1s1zo,M. Belloumi,Mohamed Belloumi,24,Attacker,Algeria,Striker,5.0,0.0,6.0,1.0,11.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,90.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.75,33.33,0.0,50.0,0.0,60.0,0.0,25.0,0.1380840882445762,0.0,1.0,1.0,0.02385149,0.0,2.0,0.0,0.0169500599999999,4.0,5.0,0.0,6.0,1.0,11.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.75,33.33,0.0,50.0,0.0,60.0,0.0,25.0,0.1380840882445762,0.0,1.0,1.0,0.02385149,0.0,2.0,0.0,0.0169500599999999,4.0,ST,54,39,18,68,36,18,25,43,29,82,64,89,79,68,18,25,71,82,82,29,54,54,54,43,43,32,57,39,68,18,93,25,75,50,36,86,50,50,32,75,25,43,54,54,39,18,68,36,18,25,43,29,82,64,89,79,68,18,25,71,82,82,29,54,54,54,43,43,32,57,39,68,18,93,25,75,50,36,86,50,50,32,75,25,43,54,Premier League
Hull City,f0figafm2v9h8ofo6slajj7xf,al2o9s4x633kg6mveprla1ped,M. Crooks,Matt Crooks,32,Midfielder,England,Midfielder,11.0,0.0,4.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,90.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,61.54,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,61.54,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RM/RCM,50,50,50,50,50,100,50,50,50,50,50,50,100,100,50,50,50,50,100,50,75,75,75,50,75,50,50,50,50,50,100,75,100,50,50,75,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,100,100,50,50,50,50,100,50,75,75,75,50,75,50,50,50,50,50,100,75,100,50,50,75,50,50,50,50,50,50,50,Premier League
Hull City,f0figafm2v9h8ofo6slajj7xf,b2ak3yqqaexteldtl135erpx,J. Egan,John Egan,33,Defender,Republic of Ireland,Defender,21.0,0.0,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12,33.33,0.0,0.0,0.0,66.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12,33.33,0.0,0.0,0.0,66.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,22,47,6,28,12,26,38,29,33,44,38,38,21,100,44,58,45,27,26,41,26,51,51,50,50,14,38,47,45,44,69,56,26,33,41,47,38,38,41,29,29,28,28,22,47,6,28,12,26,38,29,33,44,38,38,21,100,44,58,45,27,26,41,26,51,51,50,50,14,38,47,45,44,69,56,26,33,41,47,38,38,41,29,29,28,28,Premier League
Hull City,f0figafm2v9h8ofo6slajj7xf,d3hg7lo01o84dsvzud3b6vsnp,O. McBurnie,Oliver McBurnie,30,Attacker,Scotland,Striker,3.0,0.0,8.0,2.0,11.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,3.0,90.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61.11,100.0,0.0,100.0,100.0,43.75,36.36,0.0,0.2590724771927828,0.098985507593296,0.0,0.0,0.0,0.0,5.0,2.0,0.0428436099999999,7.0,3.0,0.0,8.0,2.0,11.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61.11,100.0,0.0,100.0,100.0,43.75,36.36,0.0,0.2590724771927828,0.098985507593296,0.0,0.0,0.0,0.0,5.0,2.0,0.0428436099999999,7.0,ST,36,39,39,93,36,89,89,43,57,32,36,54,93,100,86,36,71,39,36,29,82,54,54,43,43,21,89,39,93,89,43,57,36,64,71,39,21,21,32,100,75,64,82,36,39,39,93,36,89,89,43,57,32,36,54,93,100,86,36,71,39,36,29,82,54,54,43,43,21,89,39,93,89,43,57,36,64,71,39,21,21,32,100,75,64,82,Premier League
Ipswich Town,8b523ujgl21tbc01me65q0aoh,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,Leif Davis,26,Defender,England,Defender,13.0,0.0,12.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,80.65,50.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,80.65,50.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,53,33,33,47,33,67,30,43,47,50,20,20,30,87,47,20,33,63,17,50,73,100,53,50,53,40,63,33,33,47,93,23,17,43,33,50,33,33,30,27,27,27,27,53,33,33,47,33,67,30,43,47,50,20,20,30,87,47,20,33,63,17,50,73,100,53,50,53,40,63,33,33,47,93,23,17,43,33,50,33,33,30,27,27,27,27,Premier League
Ipswich Town,8b523ujgl21tbc01me65q0aoh,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,Sasa Lukic,30,Midfielder,Serbia,Midfielder,19.0,0.0,19.0,2.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.44,40.0,0.0,0.0,0.0,14.29,0.0,100.0,0.0,0.0938079899108966,0.0,1.0,0.0241224,0.0,4.0,3.0,0.06085085,17.0,19.0,0.0,19.0,2.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.44,40.0,0.0,0.0,0.0,14.29,0.0,100.0,0.0,0.0938079899108966,0.0,1.0,0.0241224,0.0,4.0,3.0,0.06085085,17.0,CM/AM,89,39,67,44,78,33,61,22,33,28,39,39,17,39,33,22,44,83,56,39,28,56,50,39,100,78,33,39,44,33,11,44,89,22,67,28,22,22,17,72,72,44,78,89,39,67,44,78,33,61,22,33,28,39,39,17,39,33,22,44,83,56,39,28,56,50,39,100,78,33,39,44,33,11,44,89,22,67,28,22,22,17,72,72,44,78,Premier League
Ipswich Town,8b523ujgl21tbc01me65q0aoh,chn2v9j6dqmuz2haoiuulbd91,I. Diop,Issa Diop,29,Defender,Morocco,Defender,25.0,0.0,6.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,90.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49,0.0,0.0,0.0,0.0,14.29,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49,0.0,0.0,0.0,0.0,14.29,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,41,47,15,8,23,8,38,29,33,44,38,38,8,18,44,58,45,86,64,41,26,51,51,50,50,26,8,47,45,44,8,15,88,33,41,47,38,38,41,29,29,28,28,41,47,15,8,23,8,38,29,33,44,38,38,8,18,44,58,45,86,64,41,26,51,51,50,50,26,8,47,45,44,8,15,88,33,41,47,38,38,41,29,29,28,28,Premier League
Ipswich Town,8b523ujgl21tbc01me65q0aoh,dw5enxkcunwwewbmz8xq5ceeh,D. O'Shea,Dara O'Shea,27,Defender,Republic of Ireland,Defender,15.0,1.0,10.0,1.0,24.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,90.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,66.67,14.29,100.0,0.0,0.0,80.0,80.0,50.0,0.0,0.2289574323327258,0.0,0.0,0.0,0.0,0.0,3.0,0.18570516,15.0,15.0,1.0,10.0,1.0,24.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,66.67,14.29,100.0,0.0,0.0,80.0,80.0,50.0,0.0,0.2289574323327258,0.0,0.0,0.0,0.0,0.0,3.0,0.18570516,15.0,RB/RCB,62,92,50,54,50,100,83,29,42,42,29,29,100,100,46,62,38,92,71,38,67,54,54,54,46,8,42,100,38,46,100,100,50,38,92,42,38,38,46,42,83,92,83,62,92,50,54,50,100,83,29,42,42,29,29,100,100,46,62,38,92,71,38,67,54,54,54,46,8,42,100,38,46,100,100,50,38,92,42,38,38,46,42,83,92,83,Premier League
Ipswich Town,8b523ujgl21tbc01me65q0aoh,efmz0q74eh8wbjxxn31dv2puy,J. Greaves,Jacob Greaves,25,Defender,England,Defender,22.0,0.0,12.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,82.93,20.0,0.0,0.0,0.0,80.0,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,12.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,82.93,20.0,0.0,0.0,0.0,80.0,60.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,28,47,41,28,29,71,38,29,33,44,38,38,86,45,44,22,45,27,82,41,87,51,51,50,50,36,23,47,45,44,91,69,67,33,41,47,38,38,41,29,29,28,28,28,47,41,28,29,71,38,29,33,44,38,38,86,45,44,22,45,27,82,41,87,51,51,50,50,36,23,47,45,44,91,69,67,33,41,47,38,38,41,29,29,28,28,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,17inz8artrqynbg3qbme42r8q,T. Muharemović,Tarik Muharemovic,23,Defender,Bosnia and Herzegovina,Defender,25.0,0.0,8.0,3.0,33.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,90.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19,60.0,0.0,0.0,100.0,25.0,28.57,0.0,0.1518549832282731,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0557356299999999,24.0,25.0,0.0,8.0,3.0,33.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19,60.0,0.0,0.0,100.0,25.0,28.57,0.0,0.1518549832282731,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0557356299999999,24.0,CB,41,47,21,65,26,50,38,68,76,44,38,38,21,60,94,58,45,86,26,41,26,51,51,50,50,54,73,47,45,99,17,36,26,85,41,47,38,38,85,69,76,64,74,41,47,21,65,26,50,38,68,76,44,38,38,21,60,94,58,45,86,26,41,26,51,51,50,50,54,73,47,45,99,17,36,26,85,41,47,38,38,85,69,76,64,74,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,374kcix9j7e1cob4uxmfncwyd,D. Calvert-Lewin,Dominic Calvert-Lewin,29,Attacker,England,Striker,1.0,0.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,90.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,33.33,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,33.33,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,18,39,7,25,7,89,25,68,57,82,11,11,39,29,18,25,25,39,36,100,21,54,54,43,43,7,25,39,25,18,21,64,36,18,36,39,21,21,32,29,25,18,18,18,39,7,25,7,89,25,68,57,82,11,11,39,29,18,25,25,39,36,100,21,54,54,43,43,7,25,39,25,18,21,64,36,18,36,39,21,21,32,29,25,18,18,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,6icypdqtfk2k81ax0i49j5xpl,J. Justin,James Justin,28,Defender,England,Defender,7.0,0.0,6.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,90.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,65.0,50.0,0.0,0.0,0.0,70.59,57.14,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,65.0,50.0,0.0,0.0,0.0,70.59,57.14,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,3,47,15,28,3,86,38,29,33,44,38,38,99,45,44,58,45,64,91,41,87,51,51,50,50,3,56,47,45,44,77,64,56,33,41,47,38,38,41,29,29,28,28,3,47,15,28,3,86,38,29,33,44,38,38,99,45,44,58,45,64,91,41,87,51,51,50,50,3,56,47,45,44,77,64,56,33,41,47,38,38,41,29,29,28,28,Premier League
Leeds United,48gk2hpqtsl6p9sx9kjhaydq4,ah0f7tonnst92d8q91j1wll62,J. Bijol,Jaka Bijol,27,Defender,Slovenia,Defender,33.0,0.0,11.0,3.0,44.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,9.0,90.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,56.25,50.0,100.0,0.2179866552688165,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.04033227,24.0,33.0,0.0,11.0,3.0,44.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,9.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,56.25,50.0,100.0,0.2179866552688165,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.04033227,24.0,CB,64,47,37,65,45,99,38,90,94,44,38,38,94,91,44,83,45,86,64,100,64,51,51,50,50,28,73,47,45,44,51,56,88,90,41,47,38,38,41,60,76,59,74,64,47,37,65,45,99,38,90,94,44,38,38,94,91,44,83,45,86,64,100,64,51,51,50,50,28,73,47,45,44,51,56,88,90,41,47,38,38,41,60,76,59,74,Premier League
