Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total aerial won_Total,total duels won_Total,total mins played,total was fouled_Total,total accurate cross_Total,total accurate long balls_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won tackle_Total,total won contest_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total aerial won_p90,total duels won_p90,total was fouled_p90,total accurate cross_p90,total accurate long balls_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won tackle_p90,total won contest_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total duels won_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total duels won_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won tackle_p90PR,total won contest_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,3j4yxqk470udckpmequhkmdjo,Abdul Arshad,Abdul Samad Shahzad Arshad,23.0,Midfielder,Pakistan,Striker,43.0,110.0,152.0,2.0,28.0,378.0,9.0,1.0,1.0,4.0,15.0,7.0,8.0,2.0,22.0,23.0,1.0,0.0,2.0,6.0,16.0,5.0,11.0,0.0,0.0,0.0,91.02,100.0,16.67,50.0,40.0,45.9,33.33,83.33,1.073913781240889,0.3133167527651863,8.0,25.0,0.6978127299999999,8.0,17.0,16.0,0.7038651099999998,76.0,10.238095238095235,26.19047619047619,36.19047619047619,0.4761904761904761,6.666666666666666,2.142857142857143,0.238095238095238,0.238095238095238,0.9523809523809524,3.571428571428571,1.6666666666666663,1.9047619047619049,0.4761904761904761,5.238095238095238,5.476190476190476,0.238095238095238,0.0,0.4761904761904761,1.4285714285714286,3.809523809523809,1.1904761904761905,2.619047619047619,0.0,0.0,0.0,91.02,100.0,16.67,50.0,40.0,45.9,33.33,83.33,0.2556937574383069,0.0745992268488538,1.9047619047619049,5.9523809523809526,0.166145888095238,1.9047619047619049,4.047619047619048,3.809523809523809,0.1675869309523809,18.09523809523809,RM/RCM,57,100,71,57,100,100,29,36,57,100,100,100,93,100,100,29,43,50,100,100,71,100,50,57,57,100,100,29,86,86,57,57,100,100,57,100,100,100,100,100,86,71,100,57,100,86,43,100,100,29,29,57,100,100,100,86,100,100,29,43,43,100,100,71,86,50,57,57,100,100,29,86,86,57,57,100,100,57,100,100,100,86,100,71,71,100,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,3q6uah3ucqhk39bymyfma9xp1,F. Lesniak,Filip Lesniak,30.0,Midfielder,Slovakia,Midfielder,75.0,97.0,172.0,4.0,19.0,430.0,5.0,0.0,4.0,2.0,8.0,3.0,5.0,3.0,3.0,3.0,8.0,0.0,7.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,86.87,40.0,0.0,33.33,62.5,65.52,57.14,55.56,0.6226621047909325,0.1741902546604391,2.0,5.0,0.10449627,2.0,25.0,16.0,0.4391840799999998,109.0,15.69767441860465,20.302325581395348,36.0,0.8372093023255814,3.976744186046512,1.0465116279069768,0.0,0.8372093023255814,0.4186046511627907,1.6744186046511629,0.627906976744186,1.0465116279069768,0.627906976744186,0.627906976744186,0.627906976744186,1.6744186046511629,0.0,1.4651162790697674,1.0465116279069768,1.0465116279069768,1.0465116279069768,0.2093023255813953,0.0,0.0,0.0,86.87,40.0,0.0,33.33,62.5,65.52,57.14,55.56,0.1303246265841486,0.0364584253940453,0.4186046511627907,1.0465116279069768,0.0218713123255813,0.4186046511627907,5.232558139534884,3.3488372093023258,0.0919222493023255,22.813953488372093,DM/CM,67,71,62,73,58,71,29,25,42,92,88,85,90,54,54,71,42,79,100,77,60,50,40,52,52,73,27,29,54,96,92,77,44,96,42,75,38,33,54,77,54,58,75,29,42,38,50,29,58,29,17,21,92,83,75,88,42,42,42,42,71,96,58,46,38,40,52,52,73,27,29,54,96,92,77,44,88,33,62,29,25,38,62,17,38,62,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,Niels Henrik Melsæther Morberg,25.0,Midfielder,Denmark,Midfielder,43.0,59.0,102.0,3.0,14.0,301.0,5.0,0.0,6.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,5.0,0.0,4.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,78.46,54.55,0.0,14.29,0.0,38.89,37.5,80.0,0.2159915115514994,0.1348684725360297,0.0,2.0,0.03733942,1.0,12.0,13.0,0.29097565,53.0,12.857142857142856,17.641196013289036,30.49833887043189,0.8970099667774086,4.186046511627906,1.495016611295681,0.0,1.7940199335548173,0.2990033222591362,0.5980066445182725,0.2990033222591362,0.2990033222591362,0.5980066445182725,2.093023255813953,2.093023255813953,1.495016611295681,0.0,1.196013289036545,0.0,2.093023255813953,1.196013289036545,0.2990033222591362,0.0,0.0,0.0,78.46,54.55,0.0,14.29,0.0,38.89,37.5,80.0,0.0645821795336709,0.0403261213562879,0.0,0.5980066445182725,0.0111646106312292,0.2990033222591362,3.5880398671096345,3.88704318936877,0.0870026860465116,15.847176079734218,DM/CM,29,29,25,56,44,71,29,50,19,40,58,44,77,79,79,44,42,60,27,88,50,50,40,52,52,12,67,29,40,27,21,50,90,58,33,21,23,12,33,40,40,33,38,17,21,17,58,38,79,29,38,17,42,62,42,79,92,92,33,42,54,27,88,58,54,40,52,52,12,67,29,40,27,21,50,90,50,38,21,21,17,29,29,29,21,21,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,Isak Frederik Tånnander,25.0,Midfielder,Denmark,Midfielder,11.0,26.0,37.0,11.0,16.0,180.0,0.0,0.0,0.0,5.0,8.0,6.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,14.0,3.0,2.0,0.0,0.0,0.0,78.72,0.0,0.0,66.67,25.0,51.61,73.33,100.0,0.924612994711819,0.2827274707988154,1.0,1.0,0.02385149,4.0,1.0,2.0,0.08815982,12.0,5.5,13.0,18.5,5.5,8.0,0.0,0.0,0.0,2.5,4.0,3.0,1.0,1.0,1.5,1.5,1.5,0.0,1.0,1.0,7.0,1.5,1.0,0.0,0.0,0.0,78.72,0.0,0.0,66.67,25.0,51.61,73.33,100.0,0.4623064973559095,0.1413637353994077,0.5,0.5,0.011925745,2.0,0.5,1.0,0.04407991,6.0,CM/AM,23,23,23,100,52,8,21,13,40,77,83,54,71,31,31,62,31,48,56,79,63,40,37,50,50,38,13,21,77,25,77,96,92,85,19,44,8,8,63,12,15,12,15,27,27,27,100,96,8,21,13,85,85,88,69,81,38,35,77,31,63,69,92,85,62,37,50,50,38,13,21,77,25,77,96,92,85,35,62,8,8,88,8,12,12,19,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,7apuo8j6dbzbr264gwsckrr4k,H. Høllsberg,Hans Høllsberg,24.0,Midfielder,Denmark,Midfielder,52.0,78.0,127.0,5.0,21.0,413.0,6.0,3.0,4.0,7.0,2.0,0.0,2.0,1.0,4.0,4.0,13.0,0.0,7.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,79.38,22.22,37.5,25.0,0.0,52.5,41.67,66.67,0.136034813531254,0.3804363479559979,1.0,5.0,0.12937909,3.0,11.0,14.0,0.3030315899999999,66.0,11.3317191283293,16.99757869249395,27.675544794188863,1.089588377723971,4.576271186440678,1.3075060532687652,0.6537530266343826,0.8716707021791769,1.5254237288135597,0.4358353510895884,0.0,0.4358353510895884,0.2179176755447942,0.8716707021791769,0.8716707021791769,2.8329297820823247,0.0,1.5254237288135597,0.0,0.6537530266343826,1.3075060532687652,0.2179176755447942,0.2179176755447942,0.0,0.0,79.38,22.22,37.5,25.0,0.0,52.5,41.67,66.67,0.0296443903579003,0.0829038046393215,0.2179176755447942,1.089588377723971,0.0281939905569007,0.6537530266343826,2.397094430992736,3.050847457627119,0.066035939709443,14.382566585956418,RM/RCM,71,71,57,100,79,71,79,86,100,21,21,57,57,57,57,100,43,100,29,43,93,43,100,57,57,57,29,93,29,29,100,86,57,14,71,57,43,43,36,71,71,43,71,71,29,57,100,71,71,57,71,86,14,21,43,43,43,43,86,43,100,29,29,100,29,100,57,57,57,29,93,29,29,100,86,57,14,71,43,29,29,14,57,43,14,71,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,Albert Nørager,26.0,Defender,Denmark,Defender,71.0,81.0,141.0,14.0,29.0,440.0,2.0,11.0,12.0,12.0,5.0,2.0,3.0,2.0,2.0,3.0,19.0,0.0,6.0,1.0,8.0,10.0,0.0,2.0,0.0,0.0,77.05,35.29,37.93,0.0,20.0,70.73,87.5,76.92,0.377144952838631,1.6174579080320182,1.0,6.0,0.17220839,4.0,11.0,17.0,1.1228652,75.0,14.522727272727272,16.568181818181817,28.84090909090909,2.863636363636364,5.931818181818182,0.409090909090909,2.25,2.454545454545454,2.454545454545454,1.0227272727272727,0.409090909090909,0.6136363636363635,0.409090909090909,0.409090909090909,0.6136363636363635,3.886363636363636,0.0,1.227272727272727,0.2045454545454545,1.6363636363636362,2.0454545454545454,0.0,0.409090909090909,0.0,0.0,77.05,35.29,37.93,0.0,20.0,70.73,87.5,76.92,0.0771432858079017,0.3308436630065491,0.2045454545454545,1.227272727272727,0.0352244434090909,0.8181818181818181,2.25,3.477272727272727,0.2296769727272727,15.34090909090909,LB/LCB,75,50,67,100,96,17,92,75,83,83,83,79,83,46,54,92,50,92,83,79,100,25,96,42,54,58,67,83,25,75,92,100,67,83,92,67,46,50,54,62,67,83,75,67,42,58,100,92,17,92,75,83,83,83,83,83,42,42,92,50,92,83,67,92,25,100,42,54,58,67,83,25,75,92,100,67,83,92,75,42,42,42,50,58,83,75,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,Gustav Friberg,23.0,Defender,Sweden,Defender,9.0,15.0,24.0,3.0,6.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,0.0,60.0,42.86,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9411764705882355,13.23529411764706,21.176470588235293,2.647058823529412,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.647058823529412,0.0,0.8823529411764706,0.0,1.7647058823529411,1.7647058823529411,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,0.0,60.0,42.86,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,8,8,8,46,8,8,8,8,12,17,25,29,25,8,8,25,50,25,38,25,29,25,38,42,54,8,8,8,25,38,75,50,50,12,12,25,17,17,17,12,12,12,12,8,17,8,92,58,8,8,8,12,17,25,29,25,8,8,58,50,75,38,75,75,25,38,42,54,8,8,8,25,38,75,50,50,12,12,25,17,17,17,12,12,12,12,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,Sterling Yatéké,26.0,Attacker,Central African Republic,Striker,16.0,19.0,35.0,14.0,20.0,262.0,2.0,0.0,2.0,4.0,17.0,15.0,2.0,2.0,6.0,6.0,2.0,3.0,2.0,8.0,22.0,1.0,3.0,0.0,0.0,0.0,61.4,100.0,0.0,50.0,47.06,40.0,48.28,100.0,2.039143265295688,0.2756853960303901,2.0,0.0,0.0,1.0,1.0,1.0,0.02637568,9.0,5.496183206106871,6.526717557251908,12.02290076335878,4.809160305343512,6.870229007633588,0.6870229007633588,0.0,0.6870229007633588,1.3740458015267176,5.8396946564885495,5.152671755725191,0.6870229007633588,0.6870229007633588,2.0610687022900764,2.0610687022900764,0.6870229007633588,1.0305343511450382,0.6870229007633588,2.748091603053436,7.557251908396947,0.3435114503816794,1.0305343511450382,0.0,0.0,0.0,61.4,100.0,0.0,50.0,47.06,40.0,48.28,100.0,0.7004690605977554,0.0947010902394469,0.6870229007633588,0.0,0.0,0.3435114503816794,0.3435114503816794,0.3435114503816794,0.009060348091603,3.0916030534351147,ST,43,15,30,81,69,28,37,56,65,89,96,46,54,56,50,44,91,83,89,81,37,65,37,52,50,15,89,37,65,74,54,67,83,93,56,46,4,4,33,17,7,7,19,59,22,33,89,89,30,37,70,78,96,100,48,67,78,70,56,100,89,96,96,48,81,37,52,50,15,89,37,65,74,54,67,83,100,67,52,4,4,41,19,4,7,19,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,a6vduk9b8pcf250he49x1vitw,T. Augustinus-Jensen,Tobias Augustinus-Jensen,21.0,Midfielder,Denmark,Striker,38.0,135.0,165.0,0.0,9.0,437.0,2.0,8.0,5.0,17.0,15.0,7.0,8.0,5.0,8.0,9.0,1.0,2.0,1.0,7.0,19.0,2.0,4.0,0.0,0.0,0.0,80.1,50.0,30.77,50.0,46.67,31.03,0.0,66.67,1.1454491414182035,1.6063979483056925,2.0,13.0,0.3874524,6.0,22.0,40.0,1.4810344600000007,90.0,7.82608695652174,27.803203661327235,33.98169336384439,0.0,1.853546910755149,0.4118993135011441,1.647597254004577,1.0297482837528604,3.501144164759725,3.0892448512585813,1.4416475972540046,1.647597254004577,1.0297482837528604,1.647597254004577,1.853546910755149,0.205949656750572,0.4118993135011441,0.205949656750572,1.4416475972540046,3.91304347826087,0.4118993135011441,0.8237986270022883,0.0,0.0,0.0,80.1,50.0,30.77,50.0,46.67,31.03,0.0,66.67,0.2359048575003165,0.3308371060583806,0.4118993135011441,2.677345537757437,0.0797956887871853,1.2356979405034323,4.530892448512586,8.237986270022883,0.305018538672769,18.53546910755149,CM/AM,65,96,85,8,19,31,90,54,100,92,90,92,94,69,71,21,96,29,96,92,44,77,37,50,50,50,56,67,54,77,8,8,65,96,100,75,92,92,83,90,100,100,85,38,88,58,8,4,19,88,46,100,73,65,92,88,46,50,12,85,23,85,63,19,54,37,50,50,50,56,67,54,77,8,8,65,73,100,42,77,73,65,73,92,96,69,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,cpmf0lnxudnkpgskcw6pzbrbo,L. Laursen,Lasse Bak Laursen,24.0,Defender,Denmark,Defender,134.0,34.0,168.0,20.0,27.0,450.0,2.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,35.0,1.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,80.77,33.33,0.0,0.0,50.0,56.25,62.5,60.0,0.3005381417761827,0.1103720460186841,0.0,0.0,0.0,0.0,4.0,0.0,0.1383601,101.0,26.8,6.8,33.6,4.0,5.4,0.4,0.0,1.4,0.2,0.4,0.4,0.0,0.0,0.2,0.2,7.0,0.2,0.8,0.2,1.0,0.6,0.0,0.0,0.0,0.0,80.77,33.33,0.0,0.0,50.0,56.25,62.5,60.0,0.0601076283552365,0.0220744092037368,0.0,0.0,0.0,0.0,0.8,0.0,0.02767202,20.2,CB,65,36,49,89,83,56,40,36,47,39,51,31,33,46,46,90,85,42,57,53,50,28,43,42,51,31,26,40,28,78,33,68,39,53,64,32,15,15,22,28,8,22,53,53,6,25,81,64,49,40,17,43,25,33,31,33,38,38,76,82,22,47,38,29,28,43,42,51,31,26,40,28,78,33,68,39,39,58,32,15,15,22,25,8,19,39,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,ditbnaezwo4x10717bf53uwb8,M. Døj,Magnus Døj,21.0,Defender,Denmark,Defender,81.0,67.0,148.0,14.0,35.0,425.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,13.0,0.0,2.0,7.0,4.0,0.0,1.0,0.0,76.29,33.33,0.0,100.0,0.0,62.5,66.67,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.152941176470588,14.188235294117646,31.34117647058824,2.9647058823529413,7.411764705882352,1.4823529411764709,0.0,2.541176470588235,0.0,0.0,0.0,0.0,0.0,0.8470588235294118,0.8470588235294118,3.6,0.0,2.752941176470588,0.0,0.4235294117647059,1.4823529411764709,0.8470588235294118,0.0,0.2117647058823529,0.0,76.29,33.33,0.0,100.0,0.0,62.5,66.67,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,69,69,69,100,100,92,31,77,19,19,19,35,42,73,73,92,46,100,42,19,85,100,42,88,54,38,38,31,92,42,81,77,69,19,23,35,15,15,19,12,12,12,12,54,46,62,92,92,77,31,69,19,19,19,35,42,69,62,65,46,100,42,8,62,100,42,92,54,38,38,31,92,42,81,77,69,19,23,35,15,15,19,12,12,12,12,Danish 2nd Tier
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,dvnd5025v01tme7xzayw6jhn8,N. Bossen,Nicolai Bossen,20.0,Midfielder,Denmark,Midfielder,6.0,11.0,16.0,4.0,9.0,142.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,69.57,0.0,33.33,0.0,50.0,50.0,66.67,50.0,0.2778929380436403,0.4020994391549974,0.0,0.0,0.0,0.0,1.0,2.0,0.10550622,3.0,3.802816901408451,6.971830985915493,10.140845070422536,2.535211267605634,5.704225352112676,1.9014084507042253,0.6338028169014085,0.0,2.535211267605634,1.267605633802817,1.267605633802817,0.0,0.0,0.6338028169014085,1.267605633802817,0.6338028169014085,0.0,0.0,0.6338028169014085,3.802816901408451,0.6338028169014085,0.0,0.0,0.0,0.0,69.57,0.0,33.33,0.0,50.0,50.0,66.67,50.0,0.1761293269290678,0.2548517572109138,0.0,0.0,0.0,0.0,0.6338028169014085,1.267605633802817,0.0668701394366197,1.9014084507042253,CM/AM,12,4,4,63,19,42,50,13,27,19,37,12,19,6,13,21,31,12,27,38,25,12,37,50,50,15,13,75,12,88,67,81,44,35,38,12,4,4,10,12,15,15,4,12,4,4,83,60,73,58,13,90,38,58,12,19,15,31,35,31,12,42,58,40,12,37,50,50,15,13,75,12,88,67,81,44,65,96,12,4,4,10,13,21,19,4,Danish 2nd Tier
Vejle,c165yjiny1qnmfdvefxvflnkc,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,Thomas Gundelund,24.0,Defender,Denmark,Defender,115.0,124.0,234.0,4.0,14.0,450.0,8.0,5.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,83.87,50.0,35.71,0.0,0.0,53.85,44.44,0.0,0.0,1.0844570011542112,0.0,14.0,0.40077848,7.0,37.0,42.0,1.6487746500000002,129.0,23.0,24.8,46.8,0.8,2.8,1.6,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.2,0.2,2.6,0.0,0.6,0.0,0.6,0.0,0.0,0.6,0.2,0.0,83.87,50.0,35.71,0.0,0.0,53.85,44.44,0.0,0.0,0.2168914002308422,0.0,2.8,0.080155696,1.4,7.4,8.4,0.32975493,25.8,RB/RCB,96,100,100,50,62,100,92,85,92,19,19,35,42,38,35,77,46,62,42,38,12,27,100,88,54,77,77,92,27,42,54,35,12,19,100,35,92,85,92,100,100,100,100,77,100,92,15,8,85,85,77,92,19,19,35,42,31,23,23,46,23,42,15,12,27,100,77,54,77,77,92,27,42,54,35,12,19,100,35,85,77,92,100,100,92,100,Danish 2nd Tier
Vejle,c165yjiny1qnmfdvefxvflnkc,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,Stefan Velkov,29.0,Defender,Bulgaria,Defender,175.0,119.0,294.0,30.0,35.0,450.0,1.0,0.0,23.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,37.0,0.0,9.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,87.5,57.5,0.0,0.0,0.0,61.4,62.5,75.0,0.7010245659561123,0.0,0.0,3.0,0.0555586,1.0,27.0,28.0,0.5690649899999995,209.0,35.0,23.8,58.8,6.0,7.0,0.2,0.0,4.6,0.0,1.2,1.2,0.0,0.0,0.2,0.2,7.4,0.0,1.8,0.0,1.8,0.6,0.0,0.0,0.2,0.0,87.5,57.5,0.0,0.0,0.0,61.4,62.5,75.0,0.1402049131912224,0.0,0.0,0.6,0.01111172,0.2,5.4,5.6,0.1138129979999999,41.8,CB,86,90,89,99,94,31,40,93,19,83,93,31,33,46,46,97,38,88,21,78,50,28,43,89,51,83,92,40,28,21,72,68,65,86,21,32,65,61,53,85,81,75,92,72,85,78,90,81,24,40,88,19,69,83,31,33,38,38,86,38,69,21,69,29,28,43,86,51,83,92,40,28,21,72,68,65,75,21,32,60,56,53,75,69,67,92,Danish 2nd Tier
Vejle,c165yjiny1qnmfdvefxvflnkc,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,Tobias Lauritsen,22.0,Midfielder,Denmark,Midfielder,28.0,90.0,114.0,2.0,15.0,213.0,5.0,4.0,8.0,6.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,77.55,47.06,40.0,75.0,50.0,60.0,66.67,40.0,0.1742432314704513,0.5882466630704531,1.0,8.0,0.20241229,5.0,18.0,30.0,0.8243259899999997,63.0,11.830985915492958,38.0281690140845,48.16901408450704,0.8450704225352113,6.338028169014084,2.112676056338028,1.6901408450704225,3.380281690140845,2.535211267605634,0.8450704225352113,0.4225352112676056,0.4225352112676056,0.0,1.6901408450704225,2.112676056338028,0.8450704225352113,0.0,0.4225352112676056,0.4225352112676056,1.6901408450704225,0.8450704225352113,1.267605633802817,0.4225352112676056,0.0,0.0,77.55,47.06,40.0,75.0,50.0,60.0,66.67,40.0,0.0736239006213174,0.2485549280579379,0.4225352112676056,3.380281690140845,0.0855263197183098,2.112676056338028,7.605633802816901,12.676056338028168,0.348306756338028,26.61971830985916,CM/AM,50,67,56,38,44,58,75,77,60,19,19,33,19,48,56,42,31,29,27,23,44,63,81,50,50,35,50,85,90,88,88,81,23,19,65,44,54,54,75,75,92,88,62,62,100,100,46,77,81,92,96,90,19,23,35,19,50,54,58,31,31,35,35,58,71,88,50,50,35,50,85,90,88,88,81,23,27,88,50,88,81,96,100,100,100,96,Danish 2nd Tier
Vejle,c165yjiny1qnmfdvefxvflnkc,2i92r2eksw9ty9kis974k3uqy,V. Lund,Valdemar Lund,23.0,Defender,Denmark,Defender,83.0,22.0,105.0,8.0,12.0,156.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,90.52,40.0,0.0,0.0,0.0,70.59,61.54,100.0,0.1591150897727356,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.13502161,57.0,47.88461538461538,12.692307692307692,60.57692307692307,4.615384615384615,6.9230769230769225,1.1538461538461535,0.0,2.3076923076923075,0.0,0.5769230769230769,0.5769230769230769,0.0,0.0,0.0,0.0,5.1923076923076925,0.0,0.5769230769230769,0.0,1.7307692307692306,1.1538461538461535,0.0,0.0,0.0,0.0,90.52,40.0,0.0,0.0,0.0,70.59,61.54,100.0,0.0917971671765782,0.0,0.0,0.0,0.0,0.0,2.8846153846153846,4.038461538461538,0.0778970826923076,32.88461538461539,CB,44,14,32,46,24,56,40,22,19,24,28,31,33,15,15,26,38,6,21,35,31,28,43,42,51,97,53,40,28,21,92,61,92,22,21,32,15,15,22,32,33,19,33,100,31,83,86,75,78,40,39,19,36,47,31,33,15,15,47,38,14,21,67,69,28,43,42,51,97,53,40,28,21,92,61,92,53,21,32,15,15,22,42,56,36,69,Danish 2nd Tier
