Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total aerial won_Total,total duels won_Total,total mins played,total was fouled_Total,total accurate cross_Total,total accurate long balls_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won tackle_Total,total won contest_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total aerial won_p90,total duels won_p90,total was fouled_p90,total accurate cross_p90,total accurate long balls_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won tackle_p90,total won contest_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total duels won_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total duels won_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won tackle_p90PR,total won contest_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Fredericia,6wwwud48qahpwrfxs20334qk5,2qo4th9tyx2t7mjws65klutjo,F. Bunten,Frederik Bunten,18.0,Midfielder,Denmark,Midfielder,8.0,19.0,26.0,0.0,5.0,109.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,63.41,0.0,100.0,60.0,100.0,33.33,0.0,100.0,0.1871100828862778,0.2848783716030782,1.0,6.0,0.16702458,1.0,1.0,1.0,0.25992707,14.0,6.605504587155964,15.688073394495412,21.467889908256883,0.0,4.128440366972478,0.8256880733944955,0.8256880733944955,0.0,2.4770642201834865,1.651376146788991,1.651376146788991,0.0,0.0,4.128440366972478,4.128440366972478,0.0,0.0,0.8256880733944955,1.651376146788991,3.302752293577982,0.8256880733944955,2.4770642201834865,0.0,0.0,0.0,63.41,0.0,100.0,60.0,100.0,33.33,0.0,100.0,0.1544945638510551,0.2352206738007068,0.8256880733944955,4.954128440366973,0.1379102036697247,0.8256880733944955,0.8256880733944955,0.8256880733944955,0.2146186816513761,11.559633027522937,CM/AM,15,15,15,8,4,17,50,13,17,19,37,12,19,60,56,6,31,29,56,23,25,63,37,50,50,8,13,100,65,100,12,8,92,23,23,44,42,42,25,12,4,35,21,35,35,35,8,27,27,65,13,81,50,77,12,19,96,92,6,31,50,92,54,54,100,37,50,50,8,13,100,65,100,12,8,92,54,81,81,96,96,50,19,4,85,35,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,2zt1yrfv8m2mhpo720n0uydck,D. Haarbo,Daniel Haarbo,23.0,Midfielder,Denmark,Midfielder,99.0,138.0,233.0,5.0,13.0,417.0,3.0,4.0,12.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,91.02,60.0,66.67,0.0,50.0,41.94,33.33,40.0,0.1820501565705848,0.5821588821588365,0.0,10.0,0.2071974699999998,4.0,32.0,29.0,0.78305651,117.0,21.36690647482014,29.7841726618705,50.28776978417266,1.079136690647482,2.805755395683453,0.6474820143884892,0.8633093525179856,2.5899280575539567,1.2949640287769784,0.4316546762589928,0.2158273381294964,0.2158273381294964,0.2158273381294964,0.0,0.0,1.079136690647482,0.0,0.8633093525179856,0.2158273381294964,0.8633093525179856,0.4316546762589928,0.0,0.2158273381294964,0.0,0.0,91.02,60.0,66.67,0.0,50.0,41.94,33.33,40.0,0.0392914006986873,0.1256458019047848,0.0,2.158273381294964,0.0447188784172661,0.8633093525179856,6.906474820143885,6.258992805755395,0.1690050021582733,25.25179856115108,DM/CM,83,96,83,83,38,40,100,73,96,40,58,44,56,8,8,44,42,60,62,62,21,19,90,52,52,96,79,92,19,85,33,42,21,50,96,21,71,67,73,96,90,88,88,58,92,67,67,21,29,92,58,88,33,54,38,46,8,8,29,42,46,58,50,12,19,88,52,52,96,79,92,19,85,33,42,21,33,92,21,54,50,75,92,88,79,83,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,Frederik Rieper,27.0,Defender,Denmark,Defender,192.0,135.0,326.0,13.0,15.0,450.0,0.0,1.0,38.0,5.0,11.0,6.0,5.0,1.0,1.0,1.0,28.0,3.0,2.0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,86.24,61.29,100.0,100.0,45.45,50.0,56.52,100.0,1.1577362419853885,0.3484280380123346,4.0,5.0,0.08919139,1.0,37.0,52.0,1.01367963,231.0,38.4,27.0,65.2,2.6,3.0,0.0,0.2,7.6,1.0,2.2,1.2,1.0,0.2,0.2,0.2,5.6,0.6,0.4,1.0,2.8,0.2,0.2,0.0,0.0,0.0,86.24,61.29,100.0,100.0,45.45,50.0,56.52,100.0,0.2315472483970777,0.0696856076024669,0.8,1.0,0.017838278,0.2,7.4,10.4,0.2027359259999999,46.2,CB,89,94,97,74,40,8,82,99,92,100,93,97,75,46,46,69,99,15,100,94,14,65,43,42,51,81,94,100,96,69,14,47,92,100,86,100,78,69,53,97,99,94,97,81,89,94,53,11,8,81,99,79,100,83,97,68,38,38,56,97,7,96,86,10,57,43,42,51,81,94,100,96,69,14,47,92,97,78,97,69,64,53,94,99,83,97,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,42j3pc9y10qfcabdvjwu179qs,L. Dauerhøj,Lauritz Dauerhøj,21.0,Defender,Denmark,Defender,58.0,160.0,213.0,1.0,24.0,450.0,7.0,5.0,6.0,16.0,8.0,3.0,5.0,4.0,7.0,8.0,2.0,0.0,1.0,0.0,16.0,9.0,4.0,0.0,0.0,0.0,84.52,27.27,20.0,57.14,0.0,50.0,20.0,75.0,0.6065187537919035,1.3476661237596164,2.0,29.0,0.8825569999999999,12.0,24.0,39.0,1.5869133200000003,106.0,11.6,32.0,42.6,0.2,4.8,1.4,1.0,1.2,3.2,1.6,0.6,1.0,0.8,1.4,1.6,0.4,0.0,0.2,0.0,3.2,1.8,0.8,0.0,0.0,0.0,84.52,27.27,20.0,57.14,0.0,50.0,20.0,75.0,0.1213037507583807,0.2695332247519232,0.4,5.8,0.1765113999999999,2.4,4.8,7.8,0.317382664,21.2,LB/LCB,67,92,75,12,75,71,71,54,100,92,92,92,96,92,92,17,50,25,38,92,88,92,38,42,54,83,58,25,83,38,33,25,58,92,83,92,100,100,100,83,92,92,83,33,92,75,8,50,67,58,50,100,92,92,92,92,92,92,12,50,8,38,92,83,92,38,42,54,83,58,25,83,38,33,25,58,92,83,92,100,100,100,83,92,92,83,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,45ssaw51hm80y1tfalyesap9m,E. Simonsen,Emilio Simonsen,26.0,Midfielder,Denmark,Midfielder,34.0,81.0,114.0,1.0,30.0,329.0,14.0,1.0,0.0,4.0,16.0,12.0,4.0,5.0,24.0,25.0,0.0,1.0,3.0,7.0,27.0,4.0,9.0,0.0,0.0,0.0,84.44,0.0,50.0,37.5,43.75,40.54,12.5,66.67,1.426732740126737,0.3303469985175858,5.0,20.0,0.63539558,7.0,11.0,21.0,0.8059896600000002,52.0,9.300911854103344,22.1580547112462,31.185410334346507,0.2735562310030395,8.206686930091186,3.8297872340425534,0.2735562310030395,0.0,1.094224924012158,4.376899696048632,3.2826747720364744,1.094224924012158,1.3677811550151977,6.565349544072949,6.838905775075988,0.0,0.2735562310030395,0.8206686930091186,1.9148936170212767,7.386018237082067,1.094224924012158,2.462006079027356,0.0,0.0,0.0,84.44,0.0,50.0,37.5,43.75,40.54,12.5,66.67,0.3902916310377092,0.0903684798376374,1.3677811550151977,5.471124620060791,0.1738164200607902,1.9148936170212767,3.009118541033435,5.74468085106383,0.2204834936170213,14.224924012158056,LM/LCM,60,80,80,40,80,100,60,40,80,90,80,100,100,100,100,30,80,80,100,80,70,100,50,60,60,100,40,100,70,80,20,40,80,80,60,100,100,100,100,80,100,80,80,60,100,80,40,100,100,60,40,60,100,100,100,100,100,100,30,80,100,100,80,80,100,50,60,60,100,40,100,70,80,20,40,80,80,40,100,100,100,100,80,100,80,80,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,65g5cfsdr10378yvmkpm19444,A. Dahl,Anders Dahl,24.0,Defender,Denmark,Defender,70.0,113.0,183.0,3.0,10.0,360.0,2.0,0.0,10.0,5.0,7.0,5.0,2.0,0.0,4.0,4.0,3.0,0.0,6.0,4.0,13.0,4.0,1.0,0.0,0.0,0.0,85.51,62.5,0.0,25.0,57.14,35.71,50.0,100.0,0.7986696412897675,0.3385355520927117,0.0,8.0,0.18369774,2.0,20.0,25.0,0.5817739399999999,93.0,17.5,28.25,45.75,0.75,2.5,0.5,0.0,2.5,1.25,1.75,1.25,0.5,0.0,1.0,1.0,0.75,0.0,1.5,1.0,3.25,1.0,0.25,0.0,0.0,0.0,85.51,62.5,0.0,25.0,57.14,35.71,50.0,100.0,0.1996674103224418,0.0846338880231779,0.0,2.0,0.045924435,0.5,5.0,6.25,0.1454434849999999,23.25,CB,33,82,56,17,14,56,40,51,92,89,86,90,33,88,88,3,38,56,97,92,69,65,43,42,51,72,97,40,56,86,6,35,92,92,83,32,86,89,74,60,69,78,47,19,94,53,14,6,56,40,50,86,97,92,89,33,85,85,3,38,53,96,92,60,64,43,42,51,72,97,40,56,86,6,35,92,92,81,32,89,86,75,69,74,75,47,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,Felix Winther,26.0,Midfielder,Denmark,Midfielder,31.0,33.0,64.0,3.0,5.0,111.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,88.89,75.0,0.0,0.0,0.0,35.71,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.135135135135133,26.756756756756754,51.89189189189189,2.4324324324324325,4.0540540540540535,0.8108108108108107,0.0,4.864864864864865,0.0,0.0,0.0,0.0,0.0,1.6216216216216215,1.6216216216216215,1.6216216216216215,0.0,1.6216216216216215,0.0,2.4324324324324325,0.8108108108108107,0.0,0.0,0.0,0.0,88.89,75.0,0.0,0.0,0.0,35.71,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,6,12,4,56,4,12,29,50,6,10,23,17,21,42,42,12,42,38,27,42,10,19,40,52,52,83,96,29,19,27,8,94,98,10,6,21,4,4,10,4,4,4,4,83,79,79,96,33,33,29,96,6,10,23,17,21,83,79,38,42,79,27,96,31,19,40,52,52,83,96,29,19,27,8,94,98,10,6,21,4,4,10,4,4,4,4,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,Casper Jørgensen,24.0,Midfielder,Denmark,Midfielder,32.0,90.0,116.0,3.0,20.0,350.0,4.0,6.0,9.0,9.0,8.0,3.0,5.0,2.0,9.0,10.0,6.0,0.0,6.0,3.0,16.0,8.0,3.0,0.0,0.0,0.0,76.32,64.29,26.09,33.33,37.5,44.44,37.5,80.0,0.5202248901934158,0.9708126120065358,5.0,8.0,0.2063087,4.0,14.0,14.0,0.6549758299999999,50.0,8.22857142857143,23.142857142857142,29.82857142857143,0.7714285714285715,5.142857142857143,1.0285714285714287,1.542857142857143,2.3142857142857145,2.3142857142857145,2.0571428571428574,0.7714285714285715,1.2857142857142858,0.5142857142857143,2.3142857142857145,2.571428571428572,1.542857142857143,0.0,1.542857142857143,0.7714285714285715,4.114285714285715,2.0571428571428574,0.7714285714285715,0.0,0.0,0.0,76.32,64.29,26.09,33.33,37.5,44.44,37.5,80.0,0.133772114621164,0.2496375288016806,1.2857142857142858,2.0571428571428574,0.0530508085714285,1.0285714285714287,3.6,3.6,0.1684223562857142,12.857142857142858,CM/AM,58,67,62,48,75,48,81,87,87,77,58,81,71,75,79,85,31,96,77,87,96,63,37,50,50,27,77,58,33,50,40,50,81,58,92,92,54,58,63,60,54,81,50,42,58,46,38,46,35,77,77,65,58,50,73,58,58,65,81,31,96,50,69,92,42,37,50,50,27,77,58,33,50,40,50,81,42,92,92,42,42,58,46,42,73,38,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,Jeppe Kudsk,23.0,Defender,Denmark,Defender,161.0,85.0,246.0,10.0,19.0,346.0,3.0,0.0,14.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,17.0,0.0,6.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,88.49,42.42,0.0,0.0,25.0,61.29,62.5,85.71,0.3871540890049857,0.0850492285457935,1.0,2.0,0.03870264,2.0,23.0,18.0,0.4230901999999999,145.0,41.878612716763,22.10982658959537,63.98843930635838,2.601156069364162,4.942196531791907,0.7803468208092486,0.0,3.6416184971098255,0.7803468208092486,1.0404624277456649,0.7803468208092486,0.2601156069364161,0.2601156069364161,0.0,0.0,4.421965317919075,0.0,1.560693641618497,0.2601156069364161,1.560693641618497,1.560693641618497,0.0,0.2601156069364161,0.0,0.0,88.49,42.42,0.0,0.0,25.0,61.29,62.5,85.71,0.1007048208394471,0.022122631702663,0.2601156069364161,0.5202312138728323,0.0100671606936416,0.5202312138728323,5.982658959537572,4.682080924855491,0.1100523641618496,37.71676300578034,CB,81,57,78,57,58,72,40,72,79,67,67,74,75,15,15,47,38,56,57,58,94,28,92,42,51,92,56,40,28,53,69,68,81,64,58,75,53,47,74,71,57,47,69,92,69,92,58,53,67,40,75,75,64,58,81,75,15,15,39,38,56,64,58,86,28,92,42,51,92,56,40,28,53,69,68,81,61,61,78,53,47,78,83,61,56,83,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,dqp8e2et9fm9r6zo47u1njq50,N. Thomsen,Nemo Thomsen,22.0,Attacker,Greenland,Striker,8.0,25.0,32.0,9.0,18.0,354.0,6.0,1.0,0.0,3.0,24.0,20.0,4.0,2.0,6.0,7.0,1.0,1.0,2.0,11.0,27.0,1.0,1.0,1.0,0.0,0.0,80.0,0.0,20.0,16.67,45.83,36.73,56.25,50.0,2.7291488880704464,0.1818404078718047,4.0,7.0,0.17597094,4.0,0.0,2.0,0.14481065,10.0,2.0338983050847457,6.3559322033898304,8.135593220338983,2.288135593220339,4.576271186440678,1.5254237288135597,0.2542372881355932,0.0,0.7627118644067797,6.101694915254238,5.084745762711865,1.0169491525423728,0.5084745762711864,1.5254237288135597,1.779661016949153,0.2542372881355932,0.2542372881355932,0.5084745762711864,2.796610169491525,6.864406779661017,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.0,0.0,80.0,0.0,20.0,16.67,45.83,36.73,56.25,50.0,0.6938514122213,0.0462306121707978,1.0169491525423728,1.779661016949153,0.0447383745762711,1.0169491525423728,0.0,0.5084745762711864,0.0368162669491525,2.5423728813559325,ST,13,37,17,70,63,72,76,15,46,100,100,70,54,56,61,28,61,83,100,98,37,28,81,52,50,78,15,74,20,70,37,93,30,100,41,74,70,52,83,7,20,44,24,7,19,11,67,48,63,74,15,41,100,96,67,52,48,52,26,59,74,100,93,33,22,81,52,50,78,15,74,20,70,37,93,30,96,33,70,67,52,81,7,15,37,11,Danish 2nd Tier
Fredericia,6wwwud48qahpwrfxs20334qk5,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,Elias Hansborg-Sørensen,21.0,Attacker,Denmark,Striker,19.0,119.0,126.0,3.0,11.0,307.0,6.0,12.0,2.0,14.0,13.0,6.0,7.0,5.0,7.0,7.0,3.0,1.0,2.0,5.0,27.0,1.0,0.0,0.0,0.0,0.0,87.5,100.0,35.29,0.0,38.46,32.35,60.0,50.0,1.1515859016489751,1.457750093074721,3.0,10.0,0.24816626,6.0,10.0,12.0,1.2370298399999995,63.0,5.570032573289902,34.88599348534202,36.93811074918567,0.8794788273615636,3.224755700325733,1.7589576547231272,3.5179153094462543,0.5863192182410424,4.1042345276872965,3.811074918566776,1.7589576547231272,2.052117263843648,1.4657980456026058,2.052117263843648,2.052117263843648,0.8794788273615636,0.2931596091205212,0.5863192182410424,1.4657980456026058,7.915309446254072,0.2931596091205212,0.0,0.0,0.0,0.0,87.5,100.0,35.29,0.0,38.46,32.35,60.0,50.0,0.3375984727961165,0.4273534474811886,0.8794788273615636,2.931596091205212,0.0727523237785016,1.7589576547231272,2.931596091205212,3.5179153094462543,0.3626471843648207,18.46905537459284,ST,61,96,96,48,31,72,100,56,100,78,52,96,94,67,61,59,61,83,78,98,37,9,37,52,50,89,89,89,9,56,26,96,30,70,100,61,87,81,96,87,81,100,96,67,96,96,41,19,74,100,52,100,78,52,96,96,74,67,63,70,81,81,100,41,9,37,52,50,89,89,89,9,56,26,96,30,67,100,59,89,81,96,89,85,100,96,Danish 2nd Tier
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,14mwsmzsrmev2646t2gg22has,R. Brodersen,Rasmus Brodersen,24.0,Defender,Denmark,Defender,49.0,54.0,100.0,4.0,19.0,318.0,7.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,7.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,77.52,10.0,16.67,25.0,0.0,51.35,57.14,28.57,0.0971500697779204,0.1288855617279249,1.0,6.0,0.17009891,3.0,10.0,9.0,0.3053785199999999,41.0,13.867924528301888,15.283018867924527,28.30188679245283,1.1320754716981132,5.377358490566038,1.981132075471698,0.8490566037735849,0.5660377358490566,0.2830188679245283,0.2830188679245283,0.2830188679245283,0.0,0.2830188679245283,1.1320754716981132,1.4150943396226416,1.981132075471698,0.0,0.2830188679245283,0.0,0.8490566037735849,0.5660377358490566,0.2830188679245283,0.0,0.0,0.0,77.52,10.0,16.67,25.0,0.0,51.35,57.14,28.57,0.0274953027673359,0.0364770457720542,0.2830188679245283,1.69811320754717,0.0481412009433962,0.8490566037735849,2.830188679245284,2.547169811320755,0.0864278830188678,11.60377358490566,LB/LCB,50,42,42,62,58,71,50,25,25,46,62,29,62,75,75,33,50,25,38,33,29,62,38,42,54,67,17,17,50,38,42,92,25,50,25,67,46,42,42,50,33,25,33,58,33,50,42,67,92,50,17,25,50,67,29,75,75,75,25,50,33,38,25,25,67,38,42,54,67,17,17,50,38,42,92,25,58,25,83,50,50,50,67,25,25,33,Danish 2nd Tier
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,3mgrufy83uhzs9liw8pwxi784,G. Larsen,Gabriel M. Larsen,19.0,Midfielder,Denmark,Midfielder,42.0,66.0,108.0,1.0,7.0,189.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,8.0,9.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,90.0,66.67,0.0,37.5,0.0,35.0,0.0,0.0,0.0584119612468078,0.0647762327514005,0.0,8.0,0.192968,1.0,12.0,8.0,0.18738008,45.0,20.0,31.428571428571427,51.42857142857142,0.4761904761904761,3.333333333333333,0.9523809523809524,0.0,2.857142857142857,0.4761904761904761,0.4761904761904761,0.0,0.4761904761904761,0.0,3.809523809523809,4.285714285714286,0.9523809523809524,0.0,0.9523809523809524,0.0,1.4285714285714286,0.0,1.4285714285714286,0.0,0.0,0.0,90.0,66.67,0.0,37.5,0.0,35.0,0.0,0.0,0.027815219641337,0.0308458251197145,0.0,3.809523809523809,0.0918895238095238,0.4761904761904761,5.714285714285714,3.809523809523809,0.0892286095238095,21.428571428571427,DM/CM,23,38,29,23,12,23,29,50,19,23,23,44,21,90,96,12,42,38,27,42,4,85,40,52,52,92,90,29,58,27,4,12,4,21,17,21,56,62,33,40,12,17,25,50,96,71,42,25,54,29,62,33,38,23,54,21,100,100,25,42,50,27,67,4,96,40,52,52,92,90,29,58,27,4,12,4,21,21,21,92,88,46,83,25,29,54,Danish 2nd Tier
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,43m33adgmas68tl6m34gkuzth,T. Thomsen,Tobias Thomsen,33.0,Attacker,Denmark,Striker,24.0,53.0,77.0,11.0,22.0,418.0,6.0,0.0,3.0,4.0,11.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,23.0,4.0,1.0,0.0,0.0,0.0,71.3,37.5,0.0,33.33,9.09,41.51,37.93,100.0,1.2836966957776084,0.3061251661347321,2.0,10.0,0.2680509899999999,3.0,5.0,10.0,0.6043061599999999,22.0,5.167464114832535,11.411483253588516,16.57894736842105,2.3684210526315788,4.7368421052631575,1.2918660287081338,0.0,0.6459330143540669,0.8612440191387559,2.3684210526315788,2.15311004784689,0.2153110047846889,0.6459330143540669,0.6459330143540669,0.6459330143540669,0.6459330143540669,0.2153110047846889,0.0,0.2153110047846889,4.952153110047846,0.8612440191387559,0.2153110047846889,0.0,0.0,0.0,71.3,37.5,0.0,33.33,9.09,41.51,37.93,100.0,0.2763940254066621,0.065912117110349,0.4306220095693779,2.15311004784689,0.0577143279904305,0.6459330143540669,1.076555023923445,2.15311004784689,0.130113766507177,4.7368421052631575,ST,81,70,74,78,74,72,37,72,65,65,80,30,76,24,22,59,61,28,26,87,89,28,37,52,50,44,33,37,33,17,59,56,83,74,63,46,87,85,69,67,76,85,57,44,52,59,70,59,56,37,63,48,48,70,22,59,15,15,52,56,28,15,74,81,19,37,52,50,44,33,37,33,17,59,56,83,56,56,44,78,67,52,41,63,70,52,Danish 2nd Tier
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,5733iw16239m83syv5dm8huj9,M. Rømer,Marcel Rømer,35.0,Midfielder,Denmark,Midfielder,200.0,107.0,305.0,2.0,24.0,426.0,9.0,2.0,17.0,8.0,3.0,0.0,3.0,0.0,1.0,1.0,13.0,0.0,10.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,84.96,35.42,50.0,0.0,0.0,66.67,40.0,46.15,0.2069785217704623,0.8375416081713356,2.0,5.0,0.10735358,1.0,27.0,29.0,1.1660694900000008,158.0,42.25352112676056,22.6056338028169,64.43661971830986,0.4225352112676056,5.070422535211268,1.9014084507042253,0.4225352112676056,3.591549295774648,1.6901408450704225,0.6338028169014085,0.0,0.6338028169014085,0.0,0.2112676056338028,0.2112676056338028,2.7464788732394365,0.0,2.112676056338028,0.0,0.6338028169014085,1.267605633802817,0.0,0.0,0.0,0.0,84.96,35.42,50.0,0.0,0.0,66.67,40.0,46.15,0.0437278567120695,0.1769454101770427,0.4225352112676056,1.056338028169014,0.0226803338028169,0.2112676056338028,5.704225352112676,6.126760563380282,0.2463527091549297,33.38028169014085,DM/CM,100,75,100,38,83,92,77,90,100,60,23,73,21,25,25,92,42,98,27,42,71,19,40,52,52,62,21,81,19,27,96,54,25,54,100,75,38,42,33,90,90,100,96,100,58,100,29,58,83,67,79,96,50,23,71,21,17,17,79,42,96,27,25,62,19,40,52,52,62,21,81,19,27,96,54,25,42,100,67,33,29,21,79,83,100,96,Danish 2nd Tier
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,Mattias Jakobsen,23.0,Defender,Denmark,Defender,194.0,117.0,311.0,11.0,16.0,450.0,1.0,0.0,16.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,21.0,1.0,8.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,91.74,51.61,0.0,0.0,20.0,57.14,57.89,75.0,0.4556532576613655,0.0849511134434473,0.0,9.0,0.17315207,2.0,24.0,27.0,0.5106420200000001,220.0,38.8,23.4,62.2,2.2,3.2,0.2,0.0,3.2,0.2,1.0,0.8,0.2,0.0,0.0,0.0,4.2,0.2,1.6,0.2,1.6,0.6,0.0,0.0,0.0,0.0,91.74,51.61,0.0,0.0,20.0,57.14,57.89,75.0,0.0911306515322731,0.0169902226886894,0.0,1.8,0.034630414,0.4,4.8,5.4,0.102128404,44.0,CB,97,86,94,61,47,31,40,78,47,78,76,74,33,15,15,50,85,75,57,72,50,28,43,42,51,100,78,40,28,46,36,50,65,69,56,32,89,86,74,78,78,58,94,89,75,89,42,15,24,40,69,43,58,64,65,33,15,15,33,82,60,47,61,29,28,43,42,51,100,78,40,28,46,36,50,65,50,53,32,83,81,67,62,67,50,94,Danish 2nd Tier
