Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total assists_Total,total attempts obox_Total,total blocked scoring att_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total assists_p90,total attempts obox_p90,total blocked scoring att_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total assists_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,4xx1a0gslcsf2zartt5nbonx0,Zé Vitor,José Vítor Lima Cardoso,25.0,Defender,Brazil,Defender,114.0,60.0,21.0,172.0,9.0,2.0,3.0,0.0,1.0,1.0,19.0,22.0,1.0,270.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,84.31,53.85,66.67,100.0,33.33,57.58,56.25,42.86,0.1333844507148807,0.0835792074210651,3.0,1.0,0.0241224,1.0,23.0,29.0,0.5238597599999997,97.0,38.0,20.0,7.0,57.333333333333336,3.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,6.333333333333333,7.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,84.31,53.85,66.67,100.0,33.33,57.58,56.25,42.86,0.0444614835716269,0.0278597358070217,1.0,0.3333333333333333,0.0080407999999999,0.3333333333333333,7.666666666666667,9.666666666666666,0.1746199199999999,32.333333333333336,CB,78,85,100,82,91,88,89,24,71,70,100,88,95,90,79,79,79,82,34,46,96,49,99,91,15,75,95,88,89,57,62,38,62,78,98,68,72,76,100,100,98,80,55,72,98,55,81,85,80,24,65,65,95,72,94,88,70,64,70,72,25,46,96,49,96,89,15,75,95,88,89,57,62,38,57,78,96,65,72,71,92,92,95,68,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,5igsj45agcp6j6yh0abxrmuei,Matheus Dias,Matheus dos Santos Dias,24.0,Midfielder,Brazil,Midfielder,106.0,19.0,3.0,125.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,236.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,85.03,20.0,0.0,0.0,0.0,45.45,57.14,100.0,0.0,0.0352978847395809,0.0,1.0,0.01935132,0.0,2.0,3.0,0.10000711,94.0,40.42372881355932,7.245762711864407,1.1440677966101696,47.66949152542373,3.0508474576271185,0.3813559322033898,0.0,0.0,0.0,0.0,3.8135593220338975,4.957627118644068,0.0,0.0,0.3813559322033898,0.3813559322033898,0.0,0.3813559322033898,0.7627118644067796,0.3813559322033898,0.0,0.0,0.0,0.0,85.03,20.0,0.0,0.0,0.0,45.45,57.14,100.0,0.0,0.0134610577396706,0.0,0.3813559322033898,0.0073797406779661,0.0,0.7627118644067796,1.1440677966101696,0.0381383046610169,35.847457627118644,DM/CM,97,11,40,91,99,47,16,34,13,13,46,100,47,39,46,24,26,29,53,100,43,49,23,33,37,13,43,26,39,34,64,96,16,37,24,40,36,24,19,26,37,97,97,6,26,80,94,40,16,34,13,13,26,97,47,39,43,26,26,20,34,100,43,49,23,33,37,13,43,26,39,34,64,96,16,34,24,34,34,24,14,23,29,94,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,6vqxkwgcx3qa1ke5oeutrp250,Daniel Júnior,Daniel de Melo Araujo Júnior,24.0,Midfielder,Brazil,Midfielder,29.0,42.0,7.0,68.0,0.0,6.0,3.0,0.0,7.0,7.0,20.0,1.0,0.0,251.0,0.0,0.0,13.0,4.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,80.0,63.64,33.33,57.14,0.0,66.67,0.0,66.67,0.1784498172719645,0.5762700053845871,2.0,12.0,0.29090838,3.0,7.0,7.0,0.2573061,20.0,10.398406374501992,15.0597609561753,2.50996015936255,24.382470119521912,0.0,2.1513944223107573,1.0756972111553786,0.0,2.50996015936255,2.50996015936255,7.171314741035857,0.3585657370517928,0.0,0.0,0.0,4.661354581673307,1.4342629482071714,0.7171314741035857,0.3585657370517928,0.0,1.0756972111553786,0.3585657370517928,1.0756972111553786,0.7171314741035857,80.0,63.64,33.33,57.14,0.0,66.67,0.0,66.67,0.0639859902568797,0.206630679221565,0.7171314741035857,4.302788844621515,0.104309777689243,1.0756972111553786,2.50996015936255,2.50996015936255,0.0922611513944223,7.171314741035857,RM/RCM,100,50,100,75,50,100,38,25,25,25,75,50,62,38,25,100,25,50,62,62,100,75,88,50,100,100,75,50,38,100,50,75,25,100,38,100,75,50,100,75,50,50,100,50,100,50,50,100,25,25,25,25,50,25,62,38,25,100,25,50,75,62,100,75,100,50,100,100,75,50,38,100,50,75,25,100,50,100,75,50,75,75,50,50,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,94vz9l4bhvsvs9909kksvs3qh,Wesley Andrade,Wesley David de Oliveira Andrade,26.0,Defender,Brazil,Defender,28.0,43.0,1.0,66.0,2.0,3.0,5.0,2.0,3.0,5.0,9.0,7.0,0.0,219.0,0.0,7.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,3.0,3.0,88.0,33.33,50.0,66.67,0.0,47.37,40.0,33.33,0.2595278917726573,0.2863600189594052,4.0,8.0,0.20921636,2.0,3.0,1.0,0.33053652,29.0,11.506849315068497,17.67123287671233,0.4109589041095891,27.12328767123288,0.8219178082191781,1.2328767123287672,2.054794520547945,0.8219178082191781,1.2328767123287672,2.054794520547945,3.6986301369863015,2.876712328767124,0.0,0.0,2.876712328767124,0.8219178082191781,0.8219178082191781,0.4109589041095891,2.054794520547945,0.0,2.054794520547945,0.0,1.2328767123287672,1.2328767123287672,88.0,33.33,50.0,66.67,0.0,47.37,40.0,33.33,0.1066552979887632,0.1176821995723583,1.6438356164383563,3.2876712328767126,0.0859793260273972,0.8219178082191781,1.2328767123287672,0.4109589041095891,0.1358369260273972,11.917808219178085,CB,8,57,12,20,25,96,99,85,96,99,60,28,45,42,98,79,98,45,86,46,100,49,99,100,42,30,92,71,42,22,31,32,88,98,100,100,100,92,52,42,88,45,5,62,10,8,18,98,98,82,92,100,45,8,45,42,98,75,95,45,90,46,100,49,100,100,42,30,92,71,42,22,31,32,85,95,100,100,100,98,52,42,85,48,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,9i1n0wl49q3swmwb582a6vg15,Léo Santos,Leonardo Rodrigues dos Santos,27.0,Defender,Brazil,Defender,124.0,47.0,18.0,169.0,12.0,4.0,5.0,5.0,1.0,1.0,16.0,20.0,1.0,270.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,85.35,50.0,100.0,100.0,20.0,64.0,66.67,50.0,0.6333217345395437,0.358584886031313,0.0,5.0,0.14465169,2.0,9.0,14.0,0.7516622700000001,88.0,41.333333333333336,15.666666666666666,6.0,56.333333333333336,4.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,5.333333333333333,6.666666666666667,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,85.35,50.0,100.0,100.0,20.0,64.0,66.67,50.0,0.2111072448465145,0.119528295343771,0.0,1.6666666666666667,0.04821723,0.6666666666666666,3.0,4.666666666666667,0.25055409,29.33333333333333,CB,82,65,96,79,99,100,99,100,71,70,96,80,95,90,100,49,79,45,34,96,96,99,41,44,22,60,99,88,85,80,82,45,100,100,44,96,98,92,76,84,100,76,65,52,94,48,98,100,95,98,65,65,90,65,94,88,95,38,70,32,25,94,96,99,41,44,22,60,99,88,85,80,82,45,98,98,44,95,98,90,74,80,100,62,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,9umchhzzczfkymvx52hhni7d,Liziero,Igor Matheus Liziero Pereira,28.0,Midfielder,Brazil,Midfielder,65.0,45.0,4.0,110.0,1.0,2.0,3.0,1.0,2.0,2.0,16.0,2.0,1.0,248.0,2.0,1.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,85.27,36.36,0.0,0.0,66.67,51.61,0.0,33.33,0.1295728266650999,0.1024673137433879,1.0,3.0,0.06458782,1.0,11.0,8.0,0.21430107,56.0,23.58870967741936,16.330645161290324,1.4516129032258065,39.91935483870968,0.3629032258064516,0.7258064516129032,1.0887096774193548,0.3629032258064516,0.7258064516129032,0.7258064516129032,5.806451612903226,0.7258064516129032,0.3629032258064516,0.7258064516129032,0.3629032258064516,2.177419354838709,0.0,1.0887096774193548,1.4516129032258065,0.0,0.0,0.0,0.7258064516129032,0.0,85.27,36.36,0.0,0.0,66.67,51.61,0.0,33.33,0.0470223967736249,0.0371857186971972,0.3629032258064516,1.0887096774193548,0.0234391282258064,0.3629032258064516,3.991935483870968,2.903225806451613,0.0777705495967742,20.32258064516129,CM/AM,100,71,79,95,38,33,45,21,26,24,81,55,81,60,10,74,14,60,93,52,24,36,76,24,67,33,24,14,76,76,24,17,33,29,50,45,48,33,88,69,62,100,100,48,76,100,38,29,38,14,19,19,71,48,81,57,10,67,14,62,86,52,24,36,76,24,67,33,24,14,76,76,24,17,24,29,38,29,29,33,86,67,48,100,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,Miguel Baeza,26.0,Midfielder,Spain,Midfielder,24.0,21.0,3.0,44.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,194.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,88.0,100.0,100.0,0.0,100.0,44.44,40.0,100.0,0.1030722025797006,0.2167441125536654,0.0,2.0,0.04282587,1.0,6.0,5.0,0.1898201899999999,25.0,11.134020618556702,9.742268041237114,1.3917525773195878,20.41237113402062,0.9278350515463918,0.9278350515463918,0.4639175257731959,0.4639175257731959,0.4639175257731959,0.4639175257731959,1.855670103092784,1.3917525773195878,0.4639175257731959,0.4639175257731959,1.855670103092784,0.4639175257731959,0.0,0.4639175257731959,0.0,0.0,0.4639175257731959,0.0,0.0,0.0,88.0,100.0,100.0,0.0,100.0,44.44,40.0,100.0,0.0478170011967683,0.1005513924218035,0.0,0.9278350515463918,0.0198676716494845,0.4639175257731959,2.783505154639176,2.31958762886598,0.0880609128865979,11.597938144329898,CM/AM,71,10,67,31,67,33,14,21,7,7,10,69,81,36,24,17,14,26,17,52,50,36,19,24,81,93,100,14,93,38,76,90,24,43,19,29,33,33,71,57,57,62,67,14,71,33,67,33,14,24,5,5,5,76,90,29,24,14,14,19,17,52,48,36,19,24,81,93,100,14,93,38,76,90,29,38,19,24,24,38,67,52,57,62,Liga Portugal
Nacional,99xu9ofwhlbp0lg1j4eiplgrg,dpuj6vhkxhoujjxlqq3uw11jo,Pablo Ruan,Pablo Ruan Messias Cardozo,23.0,Attacker,Brazil,Striker,12.0,18.0,1.0,30.0,10.0,2.0,8.0,7.0,0.0,0.0,14.0,2.0,0.0,268.0,1.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,71.43,100.0,0.0,0.0,12.5,50.0,52.63,100.0,0.7603798104106195,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0227400399999999,7.0,4.029850746268656,6.044776119402985,0.335820895522388,10.07462686567164,3.3582089552238803,0.6716417910447761,2.686567164179104,2.3507462686567164,0.0,0.0,4.701492537313433,0.6716417910447761,0.0,0.335820895522388,3.694029850746269,1.007462686567164,0.0,0.335820895522388,0.0,0.0,0.0,0.0,0.335820895522388,1.007462686567164,71.43,100.0,0.0,0.0,12.5,50.0,52.63,100.0,0.2553514288692379,0.0,0.335820895522388,0.0,0.0,0.0,0.335820895522388,0.6716417910447761,0.0076365805970148,2.3507462686567164,RW,38,25,62,25,100,25,100,100,12,12,88,56,44,56,88,88,19,44,44,50,12,38,75,100,38,94,12,19,38,88,88,94,88,12,81,12,12,31,19,12,12,12,25,25,62,25,100,25,88,100,12,12,62,38,44,50,88,88,19,38,44,50,12,38,62,100,38,94,12,19,38,88,88,94,88,12,75,12,12,31,12,12,12,12,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,1i7lxt3ijmk984rn2ioys94ut,Pedro Pacheco,Pedro Jorge Pacheco Seabra,29.0,Defender,Portugal,Defender,91.0,30.0,12.0,121.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,25.0,0.0,270.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,85.21,48.0,0.0,0.0,0.0,50.0,50.0,66.67,0.0398409446952133,0.0,0.0,2.0,0.0348216,0.0,8.0,10.0,0.16170304,81.0,30.33333333333333,10.0,4.0,40.333333333333336,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,8.333333333333334,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,85.21,48.0,0.0,0.0,0.0,50.0,50.0,66.67,0.0132803148984044,0.0,0.0,0.6666666666666666,0.0116072,0.0,2.6666666666666665,3.333333333333333,0.0539010133333333,27.0,CB,57,38,80,48,25,30,54,24,30,30,31,95,45,42,40,49,32,69,86,46,45,49,88,44,20,52,45,32,42,34,48,57,48,36,44,79,75,34,70,72,62,68,25,22,65,25,14,30,46,24,30,30,9,92,45,42,32,38,32,60,75,46,45,49,85,44,20,52,45,32,42,34,48,57,45,36,44,76,75,34,69,71,57,57,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,2aumz6rtq4ufba7z7zn5v8frp,Gonçalo Paciência,Gonçalo Mendes Paciência,32.0,Attacker,Portugal,Striker,9.0,15.0,3.0,24.0,6.0,1.0,14.0,9.0,8.0,8.0,18.0,3.0,4.0,227.0,7.0,11.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,58.54,42.86,0.0,50.0,50.0,46.15,54.55,100.0,1.8565005623827264,0.1468206458259797,3.0,1.0,0.02401521,1.0,3.0,5.0,0.13186891,12.0,3.5682819383259914,5.9471365638766525,1.1894273127753303,9.515418502202644,2.378854625550661,0.3964757709251101,5.550660792951542,3.5682819383259914,3.1718061674008813,3.1718061674008813,7.136563876651983,1.1894273127753303,1.5859030837004406,2.775330396475771,4.361233480176211,1.9823788546255507,1.5859030837004406,1.1894273127753303,0.0,0.0,0.0,0.0,1.9823788546255507,1.1894273127753303,58.54,42.86,0.0,50.0,50.0,46.15,54.55,100.0,0.736057491693592,0.0582108287415778,1.1894273127753303,0.3964757709251101,0.0095214488986784,0.3964757709251101,1.1894273127753303,1.9823788546255507,0.0522828277533039,4.757709251101322,ST,55,46,88,46,88,31,99,95,91,88,82,81,99,100,65,84,88,88,31,51,35,41,99,96,11,57,35,77,73,62,77,86,95,49,88,41,41,58,76,76,54,77,32,32,89,24,78,22,97,89,81,78,76,76,97,97,62,73,84,78,31,51,35,41,100,89,11,57,35,77,73,62,77,86,97,43,84,36,35,49,76,73,51,59,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,2qm5o47nieer84hlce71ol7o4,Sorriso,Luiz Fernando Salles de Castro,20.0,Attacker,Brazil,Striker,11.0,20.0,2.0,27.0,2.0,5.0,6.0,4.0,8.0,9.0,11.0,3.0,0.0,205.0,1.0,11.0,4.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,5.0,79.41,40.0,80.0,50.0,16.67,45.83,40.0,0.0,0.4677295292934018,0.3966312795089004,5.0,3.0,0.08220714,1.0,2.0,6.0,0.2476044699999999,10.0,4.829268292682927,8.78048780487805,0.8780487804878049,11.853658536585366,0.8780487804878049,2.1951219512195124,2.6341463414634148,1.7560975609756098,3.5121951219512195,3.951219512195122,4.829268292682927,1.3170731707317074,0.0,0.4390243902439024,4.829268292682927,1.7560975609756098,1.7560975609756098,0.0,0.4390243902439024,0.0,1.7560975609756098,0.4390243902439024,0.8780487804878049,2.1951219512195124,79.41,40.0,80.0,50.0,16.67,45.83,40.0,0.0,0.2053446713971032,0.1741308056380538,2.1951219512195124,1.3170731707317074,0.0360909395121951,0.4390243902439024,0.8780487804878049,2.6341463414634148,0.1087044014634146,4.390243902439025,ST,74,55,72,53,46,86,69,59,91,92,73,81,26,46,65,69,88,15,73,51,95,89,80,100,70,53,100,77,36,59,51,15,51,86,97,69,73,58,66,85,70,64,57,59,73,43,35,92,70,57,84,89,57,84,26,46,70,68,89,15,70,51,95,89,76,100,70,53,100,77,36,59,51,15,54,86,97,65,68,54,62,86,70,51,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,Diogo dos Santos Cabral,27.0,Defender,Mozambique,Defender,43.0,35.0,7.0,74.0,4.0,3.0,1.0,1.0,2.0,2.0,18.0,7.0,0.0,265.0,0.0,2.0,5.0,0.0,6.0,5.0,0.0,4.0,1.0,0.0,0.0,77.08,46.67,40.0,0.0,0.0,54.55,44.44,66.67,0.0743535134844776,0.2786513612155688,0.0,5.0,0.10901275,5.0,5.0,9.0,0.2109452799999999,37.0,14.60377358490566,11.886792452830187,2.3773584905660377,25.132075471698112,1.3584905660377358,1.018867924528302,0.3396226415094339,0.3396226415094339,0.6792452830188679,0.6792452830188679,6.113207547169811,2.3773584905660377,0.0,0.0,0.6792452830188679,1.6981132075471697,0.0,2.037735849056604,1.6981132075471697,0.0,1.3584905660377358,0.3396226415094339,0.0,0.0,77.08,46.67,40.0,0.0,0.0,54.55,44.44,66.67,0.0252521366551056,0.0946363113562309,0.0,1.6981132075471697,0.0370231981132075,1.6981132075471697,1.6981132075471697,3.056603773584905,0.0716417932075471,12.566037735849056,RB/RCB,62,66,78,59,78,72,69,78,59,56,94,53,53,44,62,91,25,94,97,53,91,94,47,44,19,69,75,25,44,44,56,56,69,75,44,84,81,88,69,84,62,75,38,38,75,31,69,62,62,75,38,38,69,38,53,44,50,88,25,81,81,53,94,88,47,44,19,69,75,25,44,44,56,56,56,69,44,88,75,88,69,81,62,62,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,4dwkdr1ctq1vxtbyforskrhn8,Djé Tavares,José Luís Rocha Tavares,23.0,Midfielder,Cabo Verde,Midfielder,20.0,18.0,3.0,38.0,3.0,3.0,1.0,1.0,5.0,5.0,16.0,4.0,0.0,234.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,79.17,42.86,0.0,60.0,0.0,55.17,0.0,57.14,0.1127450662126412,0.129246506175602,0.0,1.0,0.03511326,0.0,5.0,4.0,0.08046273,15.0,7.692307692307692,6.9230769230769225,1.1538461538461535,14.615384615384617,1.1538461538461535,1.1538461538461535,0.3846153846153846,0.3846153846153846,1.923076923076923,1.923076923076923,6.153846153846153,1.5384615384615383,0.0,0.0,0.3846153846153846,1.1538461538461535,1.1538461538461535,1.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,79.17,42.86,0.0,60.0,0.0,55.17,0.0,57.14,0.043363487004862,0.0497101946829238,0.0,0.3846153846153846,0.0135050999999999,0.0,1.923076923076923,1.5384615384615383,0.0309472038461538,5.769230769230769,DM/CM,7,6,40,3,66,83,43,76,93,91,84,64,47,39,46,60,91,79,11,50,43,49,23,81,16,34,43,67,39,63,17,56,63,69,24,40,49,24,43,37,23,14,3,3,31,3,54,80,34,71,89,89,80,57,47,39,46,49,87,74,11,50,43,49,23,79,16,34,43,67,39,63,17,56,51,63,24,37,43,24,37,31,17,14,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,54ufz1uj4hkihp7ghf9u4x1m2,Vinícius Lopes,Vinícius Lopes da Silva,27.0,Attacker,Brazil,Striker,10.0,13.0,0.0,21.0,0.0,4.0,3.0,2.0,14.0,14.0,20.0,1.0,0.0,208.0,1.0,13.0,5.0,7.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,72.41,0.0,50.0,50.0,33.33,48.78,0.0,62.5,0.385385975740214,0.2335222214794757,2.0,2.0,0.07020264,2.0,0.0,0.0,0.46181792,6.0,4.3269230769230775,5.625000000000001,0.0,9.086538461538462,0.0,1.7307692307692308,1.2980769230769231,0.8653846153846154,6.057692307692308,6.057692307692308,8.653846153846155,0.4326923076923077,0.0,0.4326923076923077,5.625000000000001,2.1634615384615388,3.028846153846154,2.1634615384615388,0.4326923076923077,0.0,0.8653846153846154,0.0,0.4326923076923077,0.0,72.41,0.0,50.0,50.0,33.33,48.78,0.0,62.5,0.1667535471952849,0.1010432689093885,0.8653846153846154,0.8653846153846154,0.0303761423076923,0.8653846153846154,0.0,0.0,0.1998250615384615,2.5961538461538463,ST,65,41,24,42,12,74,36,34,97,97,88,50,26,46,80,84,100,96,73,51,86,41,59,26,49,24,93,77,50,68,12,57,43,62,74,58,68,78,16,14,92,34,49,27,24,22,12,70,30,30,100,100,89,46,26,43,78,86,97,97,68,51,84,41,57,26,49,24,93,77,50,68,12,57,43,62,68,57,59,68,16,14,86,30,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,6fno1nklmlp93liytohma0mol,Pedro Ferreira,Pedro Miguel Dinis Ferreira,28.0,Midfielder,Portugal,Midfielder,53.0,42.0,6.0,95.0,3.0,2.0,2.0,0.0,0.0,0.0,15.0,5.0,0.0,270.0,0.0,2.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,2.0,1.0,79.17,28.57,0.0,0.0,0.0,60.0,75.0,72.73,0.0817991299149731,0.0740741529789541,2.0,3.0,0.05740611,0.0,5.0,6.0,0.1044449599999999,47.0,17.666666666666668,14.0,2.0,31.666666666666668,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,5.0,1.6666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.6666666666666665,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,79.17,28.57,0.0,0.0,0.0,60.0,75.0,72.73,0.0272663766383243,0.024691384326318,0.6666666666666666,1.0,0.01913537,0.0,1.6666666666666667,2.0,0.0348149866666666,15.666666666666666,DM/CM,74,67,76,71,66,70,66,34,13,13,77,74,47,39,69,24,26,97,83,50,43,49,83,81,16,27,43,26,39,81,97,71,49,49,83,70,63,24,43,50,40,66,40,40,61,29,47,63,50,34,13,13,64,64,47,39,57,16,26,91,70,50,43,49,71,67,16,27,43,26,39,81,97,71,37,40,74,54,54,24,31,34,26,54,Liga Portugal
Santa Clara,cmbqc74mshg77ra7mywec2a6b,ca1yl6rf2gz4cs5omm9clf2sp,Sidney Lima,Sidney Alexssander Pena de Lima,29.0,Defender,Brazil,Defender,37.0,18.0,3.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,91.67,42.86,0.0,0.0,0.0,57.14,50.0,0.0,0.0385795149044639,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.05718808,36.0,37.0,18.0,3.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,91.67,42.86,0.0,0.0,0.0,57.14,50.0,0.0,0.0385795149044639,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.05718808,36.0,CB,16,25,30,12,39,30,54,24,30,30,16,34,45,42,15,49,32,14,55,46,45,49,88,44,71,48,45,32,42,52,48,14,45,36,91,31,31,34,45,50,45,50,51,65,45,44,81,30,80,24,30,30,60,85,45,42,15,84,32,14,86,46,45,49,96,44,71,48,45,32,42,52,48,14,55,36,96,31,31,34,46,59,62,72,Liga Portugal
