Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total accurate cross_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total touches in opposition box_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total accurate cross_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,1wkcr4473tca3yl1suywrwyne,S. Sissoko,Sambou Sissoko,26.0,Midfielder,Mali,Midfielder,60.0,73.0,13.0,133.0,11.0,0.0,0.0,24.0,495.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,21.0,0.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,82.1,56.52,0.0,66.67,0.0,54.55,68.75,30.0,0.0,0.100273239217505,0.0,1.0,0.0199707,3.0,22.0,27.0,0.4068551899999998,88.0,10.909090909090908,13.272727272727272,2.363636363636364,24.181818181818183,2.0,0.0,0.0,4.363636363636363,0.0,0.0,0.1818181818181818,0.0,0.0,0.5454545454545454,0.5454545454545454,3.8181818181818175,0.0,0.0,0.1818181818181818,0.3636363636363636,0.5454545454545454,1.2727272727272727,0.0,0.0,0.0,82.1,56.52,0.0,66.67,0.0,54.55,68.75,30.0,0.0,0.0182314980395463,0.0,0.1818181818181818,0.0036310363636363,0.5454545454545454,4.0,4.909090909090909,0.0739736709090908,16.0,DM/CM,58,67,75,58,88,12,25,71,17,44,29,13,29,46,46,92,42,25,13,56,25,90,52,27,52,65,50,27,77,25,40,69,8,12,46,13,23,19,87,87,92,58,73,23,38,50,19,75,12,25,35,17,44,27,13,29,27,27,92,42,25,12,38,8,58,52,27,52,65,50,27,77,25,40,69,8,12,31,13,19,19,73,63,81,46,60,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,21mjw9o9sbhqgf6fcqtskxmvo,I. Maiga,Ismael Alves Gaetan Maiga,22.0,Defender,Côte d'Ivoire,Defender,148.0,51.0,11.0,199.0,7.0,1.0,1.0,24.0,540.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,41.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,84.32,33.33,0.0,0.0,0.0,60.0,46.67,54.55,0.083591206074731,0.0421722804978995,0.0,2.0,0.03546945,1.0,9.0,14.0,0.2761753099999999,108.0,24.666666666666668,8.5,1.8333333333333333,33.166666666666664,1.1666666666666667,0.1666666666666666,0.1666666666666666,4.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.5,6.833333333333333,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,84.32,33.33,0.0,0.0,0.0,60.0,46.67,54.55,0.0139318676791218,0.0070287134163165,0.0,0.3333333333333333,0.005911575,0.1666666666666666,1.5,2.333333333333333,0.0460292183333333,18.0,CB,85,60,68,77,52,41,57,80,48,48,52,32,34,80,89,97,48,33,86,25,92,62,51,38,51,52,24,38,25,33,59,34,54,42,46,31,46,42,52,54,65,50,69,42,25,31,40,30,30,47,33,30,48,42,32,34,53,68,85,48,33,72,25,78,40,51,38,51,52,24,38,25,33,59,34,54,33,46,31,31,29,47,38,47,19,42,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,2e0kjyftixsji3hhxydl179t6,L. Mijović,Lazar Mijovic,23.0,Midfielder,Montenegro,Midfielder,2.0,12.0,1.0,12.0,0.0,4.0,3.0,4.0,130.0,8.0,0.0,2.0,1.0,0.0,6.0,6.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,57.14,50.0,50.0,16.67,75.0,26.67,0.0,100.0,0.4005785198363665,0.2857881041162183,2.0,4.0,0.11821263,1.0,2.0,3.0,0.5541640099999999,7.0,1.3846153846153846,8.307692307692308,0.6923076923076923,8.307692307692308,0.0,2.769230769230769,2.076923076923077,2.769230769230769,5.538461538461538,0.0,1.3846153846153846,0.6923076923076923,0.0,4.153846153846154,4.153846153846154,0.6923076923076923,0.0,2.076923076923077,1.3846153846153846,0.6923076923076923,0.6923076923076923,0.0,0.0,1.3846153846153846,0.0,57.14,50.0,50.0,16.67,75.0,26.67,0.0,100.0,0.277323590655946,0.1978533028496896,1.3846153846153846,2.769230769230769,0.081839513076923,0.6923076923076923,1.3846153846153846,2.076923076923077,0.3836520069230769,4.846153846153846,RM/RCM,17,17,17,17,33,75,92,17,83,42,33,33,42,67,50,25,50,100,33,42,33,17,58,50,58,17,83,100,33,100,33,33,100,100,33,75,58,67,42,17,17,67,17,17,17,17,17,33,100,100,50,100,42,83,83,42,100,100,33,50,100,83,83,67,17,58,83,58,17,83,100,33,100,33,33,100,100,83,100,83,83,67,33,17,100,17,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,2rrvmbqz8849p8tym2wmy5c0k,U. Miladinović,Uros Miladinovic,22.0,Midfielder,Serbia,Midfielder,29.0,62.0,4.0,88.0,2.0,22.0,15.0,29.0,540.0,33.0,2.0,9.0,7.0,8.0,31.0,32.0,5.0,4.0,8.0,8.0,15.0,4.0,1.0,0.0,3.0,0.0,72.73,50.0,37.5,48.39,36.36,32.22,11.76,100.0,2.3207958762894374,0.9936145347216924,11.0,13.0,0.43682181,4.0,6.0,14.0,0.73865683,42.0,4.833333333333333,10.333333333333334,0.6666666666666666,14.666666666666666,0.3333333333333333,3.6666666666666665,2.5,4.833333333333333,5.5,0.3333333333333333,1.5,1.1666666666666667,1.3333333333333333,5.166666666666667,5.333333333333333,0.8333333333333334,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.5,0.6666666666666666,0.1666666666666666,0.0,0.5,0.0,72.73,50.0,37.5,48.39,36.36,32.22,11.76,100.0,0.3867993127149062,0.1656024224536154,1.8333333333333333,2.1666666666666665,0.0728036349999999,0.6666666666666666,1.0,2.333333333333333,0.1231094716666666,7.0,LW,75,75,56,88,56,100,100,88,100,100,75,100,100,100,100,88,100,100,56,100,62,44,56,56,56,50,62,88,75,50,38,50,88,100,75,100,69,75,75,62,75,75,88,25,25,25,25,50,88,100,50,88,100,62,75,75,100,100,62,100,88,25,88,25,38,56,38,56,50,62,88,75,50,38,50,88,100,62,88,38,38,38,38,38,38,25,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,2xnchtiqivtpgvw4mnwazf2dx,M. Docić,Marko Docic,33.0,Midfielder,Serbia,Midfielder,73.0,85.0,16.0,153.0,1.0,3.0,1.0,8.0,471.0,1.0,0.0,5.0,2.0,0.0,2.0,3.0,14.0,0.0,1.0,3.0,1.0,2.0,7.0,0.0,5.0,0.0,78.06,44.44,26.32,50.0,33.33,34.78,25.0,66.67,0.2938989710372429,0.4522419650958775,2.0,9.0,0.23240346,4.0,16.0,22.0,0.40217373,77.0,13.94904458598726,16.24203821656051,3.057324840764331,29.23566878980892,0.1910828025477706,0.5732484076433121,0.1910828025477706,1.5286624203821657,0.1910828025477706,0.0,0.9554140127388536,0.3821656050955413,0.0,0.3821656050955413,0.5732484076433121,2.6751592356687897,0.0,0.1910828025477706,0.5732484076433121,0.1910828025477706,0.3821656050955413,1.3375796178343948,0.0,0.9554140127388536,0.0,78.06,44.44,26.32,50.0,33.33,34.78,25.0,66.67,0.0561590390517024,0.0864156621202313,0.3821656050955413,1.7197452229299364,0.0444083044585987,0.7643312101910827,3.057324840764331,4.203821656050955,0.0768484834394904,14.713375796178344,CM/AM,91,79,89,89,32,23,27,21,5,34,45,32,14,27,36,100,29,27,29,36,46,100,52,86,50,39,21,64,71,57,14,32,59,36,57,48,61,61,70,70,79,61,89,71,32,82,57,18,4,18,4,4,34,25,14,14,14,18,100,29,21,11,25,25,93,52,79,50,39,21,64,71,57,14,32,59,11,25,25,36,29,43,43,68,25,61,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,9q7c1bn4dgyhoqto46puqeevp,M. Pavkov,Milan Pavkov,32.0,Attacker,Serbia,Striker,10.0,6.0,1.0,16.0,3.0,0.0,0.0,6.0,96.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72.73,50.0,0.0,100.0,0.0,35.29,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.375,5.625,0.9375,15.0,2.8125,0.0,0.0,5.625,2.8125,0.0,0.0,0.0,0.0,0.9375,0.9375,3.75,0.0,0.0,0.9375,0.9375,0.9375,0.0,0.0,0.0,0.0,72.73,50.0,0.0,100.0,0.0,35.29,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,37,5,40,13,36,5,6,10,5,42,6,15,14,14,14,73,28,8,5,40,35,28,51,33,51,52,60,33,94,8,13,28,85,5,9,13,8,8,14,7,6,3,3,91,9,77,63,67,5,6,60,21,42,6,15,14,33,33,95,28,8,19,63,74,28,51,33,51,52,60,33,94,8,13,28,85,5,9,13,8,8,14,7,6,3,3,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,cctyocw3gqz5uo3offsak0kph,F. Durmishaj,Fjorin Durmishaj,29.0,Attacker,Greece,Striker,20.0,27.0,2.0,47.0,15.0,2.0,2.0,24.0,278.0,10.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,58.75,25.0,0.0,0.0,50.0,58.54,75.0,100.0,0.262446897096029,0.1795526798155206,0.0,1.0,0.05491138,1.0,3.0,7.0,0.1707913599999999,22.0,6.474820143884892,8.741007194244604,0.6474820143884892,15.215827338129497,4.856115107913669,0.6474820143884892,0.6474820143884892,7.76978417266187,3.237410071942446,0.0,0.9712230215827338,0.0,0.3237410071942446,0.6474820143884892,0.6474820143884892,0.9712230215827338,0.3237410071942446,0.3237410071942446,2.5899280575539567,0.0,0.3237410071942446,0.6474820143884892,0.0,0.0,0.0,58.75,25.0,0.0,0.0,50.0,58.54,75.0,100.0,0.0849648228008726,0.0581285654079023,0.0,0.3237410071942446,0.0177770654676258,0.3237410071942446,0.9712230215827338,2.2661870503597124,0.0552921669064747,7.122302158273381,ST,71,47,65,64,93,14,17,83,40,42,43,15,35,29,29,62,70,24,79,17,35,70,51,33,51,9,29,33,17,86,93,95,85,19,37,13,17,28,36,53,74,56,72,81,49,65,65,91,9,19,84,26,42,40,15,35,17,17,63,77,23,77,17,33,70,51,33,51,9,29,33,17,86,93,95,85,14,28,13,16,23,33,51,77,53,71,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,cira7gz5828oc2mkwdx23zp3p,N. Miletić,Nemanja Miletic,35.0,Defender,Serbia,Defender,70.0,56.0,6.0,123.0,3.0,1.0,1.0,17.0,540.0,5.0,1.0,8.0,0.0,0.0,7.0,8.0,26.0,0.0,0.0,5.0,3.0,3.0,6.0,0.0,3.0,0.0,83.67,42.86,30.0,42.86,0.0,44.74,30.0,50.0,0.0893326871812729,0.8898606574577993,0.0,7.0,0.1578081999999999,3.0,14.0,13.0,0.8439937700000002,62.0,11.666666666666666,9.333333333333334,1.0,20.5,0.5,0.1666666666666666,0.1666666666666666,2.833333333333333,0.8333333333333334,0.1666666666666666,1.3333333333333333,0.0,0.0,1.1666666666666667,1.3333333333333333,4.333333333333333,0.0,0.0,0.8333333333333334,0.5,0.5,1.0,0.0,0.5,0.0,83.67,42.86,30.0,42.86,0.0,44.74,30.0,50.0,0.0148887811968788,0.1483101095762999,0.0,1.1666666666666667,0.0263013666666666,0.5,2.333333333333333,2.1666666666666665,0.1406656283333333,10.333333333333334,CB,41,65,46,48,27,41,57,59,80,98,98,32,34,97,97,79,48,33,78,96,67,79,51,94,51,44,47,86,54,33,23,23,44,44,98,31,88,92,86,74,58,98,47,19,29,12,15,16,30,47,17,55,96,92,32,34,92,94,55,48,33,55,82,40,57,51,85,51,44,47,86,54,33,23,23,44,35,96,31,71,67,71,51,44,81,27,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,cuf2wkiimnknilv1ur2hdku1g,A. Cissé,Aboubacar Cissé,22.0,Midfielder,Senegal,Midfielder,20.0,26.0,3.0,43.0,3.0,9.0,7.0,17.0,407.0,15.0,0.0,4.0,2.0,2.0,6.0,6.0,5.0,1.0,2.0,5.0,3.0,5.0,5.0,0.0,3.0,0.0,66.15,42.86,33.33,50.0,22.22,40.48,42.86,83.33,1.2447646544249764,0.3224284644969137,6.0,9.0,0.27716179,4.0,0.0,2.0,0.22046612,17.0,4.422604422604422,5.749385749385749,0.6633906633906634,9.50859950859951,0.6633906633906634,1.9901719901719903,1.547911547911548,3.7592137592137593,3.316953316953317,0.0,0.8845208845208845,0.4422604422604422,0.4422604422604422,1.3267813267813269,1.3267813267813269,1.1056511056511056,0.2211302211302211,0.4422604422604422,1.1056511056511056,0.6633906633906634,1.1056511056511056,1.1056511056511056,0.0,0.6633906633906634,0.0,66.15,42.86,33.33,50.0,22.22,40.48,42.86,83.33,0.2752550832880783,0.0712986776528801,1.3267813267813269,1.9901719901719903,0.0612888479115479,0.8845208845208845,0.0,0.4422604422604422,0.0487517218673218,3.7592137592137593,ST,71,42,81,55,36,60,67,56,71,42,56,55,53,63,58,79,70,45,53,70,92,98,51,85,51,19,51,85,69,29,38,50,65,81,63,97,83,86,81,7,31,67,58,47,12,67,14,26,37,44,16,28,42,33,44,44,49,47,65,60,33,21,53,86,88,51,81,51,19,51,85,69,29,38,50,65,53,40,86,74,79,74,7,19,47,30,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,dvyp6jmn4ikyjw4vofj6jqqz8,M. Đoković,Milan Djokovic,22.0,Defender,Serbia,Defender,49.0,24.0,8.0,73.0,12.0,3.0,3.0,16.0,360.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,72.28,33.33,0.0,0.0,33.33,59.26,75.0,75.0,0.3360812668254422,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.33967966,42.0,12.25,6.0,2.0,18.25,3.0,0.75,0.75,4.0,1.5,0.0,0.0,0.0,0.25,0.0,0.0,6.0,0.25,0.25,0.25,0.0,0.75,1.0,0.0,0.0,0.0,72.28,33.33,0.0,0.0,33.33,59.26,75.0,75.0,0.0840203167063605,0.0,0.25,0.0,0.0,0.0,1.25,1.5,0.084919915,10.5,CB,29,23,52,29,76,80,88,54,91,48,20,32,80,17,15,75,97,81,29,25,67,62,51,38,51,15,24,38,25,77,52,86,72,83,23,76,15,15,23,33,34,60,38,21,12,40,12,75,77,88,33,81,48,20,32,79,17,15,72,98,80,23,25,61,57,51,38,51,15,24,38,25,77,52,86,72,85,23,76,15,15,23,32,29,52,29,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,en1ygwe0e5wsfkinp14ye2dck,V. Radosavljević,Veljko Radosavljevic,21.0,Midfielder,Serbia,Midfielder,20.0,22.0,2.0,42.0,16.0,10.0,8.0,22.0,314.0,11.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,67.74,66.67,0.0,0.0,30.0,55.0,72.73,33.33,0.961011786539343,0.1674122831642064,3.0,3.0,0.05867334,0.0,5.0,6.0,0.1272079099999999,25.0,5.732484076433121,6.305732484076433,0.5732484076433121,12.038216560509554,4.585987261146497,2.8662420382165603,2.2929936305732483,6.305732484076433,3.1528662420382165,0.0,0.5732484076433121,0.5732484076433121,0.8598726114649682,0.5732484076433121,0.8598726114649682,0.8598726114649682,0.0,0.8598726114649682,0.8598726114649682,0.0,0.286624203821656,1.1464968152866242,0.0,0.0,0.0,67.74,66.67,0.0,0.0,30.0,55.0,72.73,33.33,0.2754492381800665,0.0479844123719062,0.8598726114649682,0.8598726114649682,0.0168171993630573,0.0,1.4331210191082802,1.7197452229299364,0.0364608659235668,7.165605095541401,LM/LCM,69,25,25,38,88,75,75,75,69,44,44,69,88,38,38,75,38,69,44,25,44,88,56,31,56,12,88,31,25,25,62,100,38,75,25,88,38,38,19,56,38,12,38,38,25,25,12,100,75,88,75,50,44,38,50,75,38,38,62,38,50,50,25,38,88,56,31,56,12,88,31,25,25,62,100,38,75,38,62,25,25,19,50,38,12,38,Serbian SuperLeague
Čukarički,c7o9hpr4axv7govpi4s5ohbnd,epuiubjri2oyama7dt0v1p7u1,Z. Šehović,Zlatan Sehovic,26.0,Defender,Serbia,Defender,30.0,47.0,7.0,74.0,8.0,3.0,2.0,29.0,497.0,9.0,2.0,6.0,1.0,0.0,3.0,3.0,16.0,0.0,1.0,10.0,0.0,10.0,8.0,0.0,3.0,0.0,61.67,31.82,25.0,0.0,33.33,55.77,53.33,90.91,0.2547516204536269,0.4967962554723807,1.0,8.0,0.20659933,2.0,12.0,11.0,0.35074244,44.0,5.432595573440644,8.511066398390343,1.267605633802817,13.40040241448692,1.448692152917505,0.5432595573440644,0.3621730382293762,5.251509054325956,1.6297786720321932,0.3621730382293762,1.0865191146881288,0.1810865191146881,0.0,0.5432595573440644,0.5432595573440644,2.89738430583501,0.0,0.1810865191146881,1.8108651911468807,0.0,1.8108651911468807,1.448692152917505,0.0,0.5432595573440644,0.0,61.67,31.82,25.0,0.0,33.33,55.77,53.33,90.91,0.0461320841867734,0.0899631046127047,0.1810865191146881,1.448692152917505,0.0374123535211267,0.3621730382293762,2.1730382293762576,1.9919517102615687,0.0635147275653923,7.967806841046277,LB/LCB,31,56,47,44,81,72,75,94,94,100,97,59,34,38,34,88,44,78,91,19,100,97,53,84,53,12,25,66,19,81,50,56,81,75,94,62,91,88,53,62,53,50,56,12,19,25,19,50,56,56,56,81,100,81,56,34,25,25,56,44,75,88,19,94,81,53,75,53,12,25,66,19,81,50,56,81,50,75,50,56,62,31,38,38,31,25,Serbian SuperLeague
Železničar Pančevo,69yj0igv40jefp5ezs23ohmnd,13vbotdyjvth1utolkv4zo8wk,U. Tegeltija,Uros Tegeltija,20.0,Midfielder,Serbia,Midfielder,58.0,46.0,5.0,102.0,1.0,1.0,0.0,13.0,270.0,6.0,0.0,3.0,1.0,0.0,6.0,7.0,7.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,87.18,62.5,28.57,33.33,0.0,43.33,50.0,50.0,0.0736370018515435,0.2975206898283219,1.0,16.0,0.37815888,7.0,8.0,9.0,0.47011148,40.0,19.33333333333333,15.333333333333334,1.6666666666666667,34.0,0.3333333333333333,0.3333333333333333,0.0,4.333333333333333,2.0,0.0,1.0,0.3333333333333333,0.0,2.0,2.333333333333333,2.333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,87.18,62.5,28.57,33.33,0.0,43.33,50.0,50.0,0.0245456672838478,0.0991735632761073,0.3333333333333333,5.333333333333333,0.12605296,2.333333333333333,2.6666666666666665,3.0,0.1567038266666666,13.333333333333334,RM/RCM,100,67,67,83,67,17,17,67,58,42,50,33,42,67,75,50,50,17,83,75,83,42,58,50,58,100,100,67,58,17,67,100,58,17,50,25,100,100,92,67,58,33,67,100,100,83,100,67,17,17,83,67,42,42,33,42,83,83,67,50,17,67,67,83,33,58,50,58,100,100,67,58,17,67,100,58,17,33,33,100,100,100,83,100,33,100,Serbian SuperLeague
Železničar Pančevo,69yj0igv40jefp5ezs23ohmnd,19kimwp506e7gkyfs0m932gb8,A. Kuljanin,Aleksa Kuljanin,22.0,Attacker,Serbia,Striker,3.0,16.0,1.0,19.0,1.0,3.0,2.0,12.0,120.0,11.0,0.0,1.0,1.0,1.0,9.0,10.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,63.33,50.0,0.0,44.44,0.0,60.0,0.0,100.0,0.2362271055727585,0.0413422793218549,2.0,3.0,0.0775631399999999,2.0,3.0,6.0,0.10993024,8.0,2.25,12.0,0.75,14.25,0.75,2.25,1.5,9.0,8.25,0.0,0.75,0.75,0.75,6.75,7.5,0.0,0.0,0.0,3.0,3.0,2.25,0.75,0.0,0.0,0.0,63.33,50.0,0.0,44.44,0.0,60.0,0.0,100.0,0.1771703291795688,0.0310067094913911,1.5,2.25,0.0581723549999999,1.5,2.25,4.5,0.08244768,6.0,RW,7,21,14,14,32,18,43,50,64,39,14,29,39,71,71,21,36,14,71,64,68,54,54,14,54,36,39,14,29,14,100,18,96,21,7,29,21,29,54,50,64,21,14,21,64,43,50,64,50,64,100,86,39,25,43,57,100,93,21,36,14,100,93,100,71,54,14,54,36,39,14,29,14,100,18,96,50,7,79,57,57,79,79,82,29,43,Serbian SuperLeague
Železničar Pančevo,69yj0igv40jefp5ezs23ohmnd,1pzcghsrs472onevuxx0h984q,M. Milikić,Mirko Milikic,24.0,Defender,Serbia,Defender,81.0,24.0,4.0,105.0,5.0,1.0,1.0,7.0,180.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.36,23.53,0.0,0.0,0.0,58.33,62.5,0.0,0.1316617845896464,0.0738243297849403,0.0,1.0,0.0199707,0.0,10.0,12.0,0.22106005,66.0,40.5,12.0,2.0,52.5,2.5,0.5,0.5,3.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,78.36,23.53,0.0,0.0,0.0,58.33,62.5,0.0,0.0658308922948232,0.0369121648924701,0.0,0.5,0.00998535,0.0,5.0,6.0,0.110530025,33.0,CB,47,23,31,43,39,41,57,25,56,48,52,32,34,17,15,65,48,33,29,25,11,9,51,38,51,23,6,38,25,33,49,65,11,54,54,31,33,33,23,58,56,38,51,85,45,40,75,55,56,75,26,81,48,65,32,34,17,15,98,48,33,39,25,11,9,51,38,51,23,6,38,25,33,49,65,11,69,69,31,42,35,23,79,82,75,82,Serbian SuperLeague
Železničar Pančevo,69yj0igv40jefp5ezs23ohmnd,68g4r734ed6xsjsg285juwwes,M. Sabo,Mamane Sabo,21.0,Midfielder,Niger,Midfielder,85.0,67.0,9.0,151.0,3.0,2.0,0.0,16.0,270.0,0.0,0.0,4.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,90.42,69.23,11.11,60.0,0.0,66.67,60.0,50.0,0.0881371477192173,0.4562192093156267,2.0,6.0,0.1485559099999999,1.0,20.0,14.0,0.40867768,76.0,28.33333333333333,22.33333333333333,3.0,50.333333333333336,1.0,0.6666666666666666,0.0,5.333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.0,0.0,1.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,90.42,69.23,11.11,60.0,0.0,66.67,60.0,50.0,0.029379049239739,0.1520730697718755,0.6666666666666666,2.0,0.0495186366666666,0.3333333333333333,6.666666666666667,4.666666666666667,0.1362258933333333,25.33333333333333,DM/CM,77,62,52,67,37,33,25,46,17,44,73,52,29,63,63,46,42,25,58,69,25,17,52,62,52,100,81,54,63,25,85,52,21,27,85,60,58,62,46,73,56,62,62,92,85,73,96,37,38,25,54,17,44,81,56,29,67,67,42,42,25,62,77,31,17,52,69,52,100,81,54,63,25,85,52,21,27,92,60,75,81,46,92,77,73,88,Serbian SuperLeague
